"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.10.1  Provincial government health expenditure by use of funds in millions of current dollars, British Columbia, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2020–2021,-10.0,1.4,-12.5,-21.9,-3.9,-8.5,-8.6,-3.5,-65.6,"553,287.0",-0.2,6.1,—
2021–2022,-5.0,-0.9,2.5,6.0,-10.0,-2.0,1.0,0.9,121.2,-14.9,-2.3,58.4,—
2022–2023,8.1,4.0,-1.0,-3.2,1.1,31.4,14.9,7.2,68.9,—,-0.6,10.1,—
2023–2024 f,-5.7,-6.4,9.3,5.3,-6.5,-11.4,-5.5,-6.6,-5.7,—,-3.4,47.3,—
2024–2025 f,4.1,1.1,-3.8,-5.6,1.3,3.7,1.0,1.2,2.9,—,1.3,-12.1,—
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.10.3  Provincial government per capita health expenditure by use of funds in current dollars, British Columbia, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,157.83,18.96,80.89,4.90,7.03,12.44,6.62,—,4.39,—,293.06,9.10,302.16
1975–1976,207.01,28.06,102.21,6.82,9.44,17.08,7.43,—,7.66,—,385.72,8.45,394.17
1976–1977,227.39,31.87,117.69,8.22,10.49,17.32,8.95,—,11.27,—,433.20,4.10,437.30
1977–1978,246.91,35.20,122.20,8.07,11.65,24.43,8.59,—,12.66,—,469.71,1.77,471.49
1978–1979,243.82,60.88,135.64,11.44,14.18,30.77,10.54,—,14.07,—,521.34,15.10,536.44
1979–1980,268.39,72.81,151.59,12.46,17.19,30.81,13.40,—,16.54,—,583.19,13.08,596.27
1980–1981,351.62,88.17,170.78,17.45,19.52,34.53,14.38,—,20.85,—,717.30,18.74,736.05
1981–1982,394.35,84.29,209.90,42.36,24.49,42.62,15.05,—,35.45,—,848.52,25.19,873.71
1982–1983,432.61,105.57,249.62,29.95,31.47,25.83,29.79,—,37.04,—,941.89,27.82,969.71
1983–1984,449.62,107.61,271.62,24.64,36.71,25.18,30.30,—,42.34,—,988.02,31.73,"1,019.75"
1984–1985,457.06,113.26,274.61,25.21,40.19,28.11,32.91,—,43.77,—,"1,015.12",36.02,"1,051.14"
1985–1986,468.50,114.88,277.91,26.85,44.15,28.45,34.51,—,49.73,—,"1,044.97",37.93,"1,082.90"
1986–1987,515.25,123.85,296.13,29.05,52.39,29.44,33.53,—,48.58,—,"1,128.22",36.88,"1,165.10"
1987–1988,548.75,119.16,306.99,26.89,49.52,32.33,32.71,—,53.24,—,"1,169.60",39.19,"1,208.80"
1988–1989,561.76,153.04,321.90,25.49,55.93,39.73,30.19,—,57.69,—,"1,245.74",50.22,"1,295.96"
1989–1990,611.14,172.94,332.42,28.22,63.01,46.72,33.95,—,67.01,—,"1,355.42",62.87,"1,418.29"
1990–1991,661.18,194.79,372.23,31.02,72.91,48.33,35.33,—,77.49,—,"1,493.28",67.13,"1,560.41"
1991–1992,698.95,219.66,396.57,37.86,84.14,53.20,36.91,—,90.01,—,"1,617.30",61.54,"1,678.84"
1992–1993,732.87,228.58,380.06,40.55,91.45,95.74,40.40,—,93.15,—,"1,702.79",62.20,"1,764.99"
1993–1994,735.81,223.05,401.16,40.95,98.43,106.14,32.94,—,100.35,—,"1,738.84",67.46,"1,806.29"
1994–1995,736.52,248.39,413.94,41.28,90.10,86.92,36.23,—,111.10,—,"1,764.48",70.65,"1,835.13"
1995–1996,726.65,239.53,419.94,40.34,93.15,116.76,48.67,—,105.96,—,"1,790.99",68.83,"1,859.82"
1996–1997,726.50,249.34,409.79,40.00,99.45,120.95,44.39,—,90.80,—,"1,781.22",68.48,"1,849.70"
1997–1998,748.04,262.81,411.67,38.87,108.20,92.31,53.52,—,117.39,—,"1,832.81",58.18,"1,890.99"
1998–1999,787.62,263.69,427.19,37.97,117.15,135.46,41.10,—,116.16,—,"1,926.34",51.36,"1,977.70"
1999–2000,825.44,302.99,450.73,41.85,132.19,140.22,34.56,—,120.52,—,"2,048.51",78.53,"2,127.04"
2000–2001,865.40,352.41,484.89,44.34,152.28,151.55,37.30,—,122.22,—,"2,210.39",96.78,"2,307.18"
2001–2002,963.19,382.43,546.00,39.01,164.78,170.22,36.84,—,141.92,—,"2,444.39",96.17,"2,540.56"
2002–2003,"1,027.07",407.90,588.83,21.15,162.91,147.62,39.95,—,157.85,—,"2,553.26",102.43,"2,655.70"
2003–2004,"1,064.28",381.37,606.68,21.35,158.13,167.26,48.19,—,157.95,—,"2,605.21",121.86,"2,727.07"
2004–2005,"1,055.20",378.39,591.53,22.84,171.77,168.56,46.54,—,181.96,—,"2,616.79",148.36,"2,765.15"
2005–2006 ,"1,083.91",314.74,624.01,26.24,180.72,229.85,58.75,—,221.04,—,"2,739.27",181.19,"2,920.45"
2006–2007 ,"1,130.42",296.92,670.78,26.21,188.95,231.13,55.65,—,253.68,—,"2,853.73",172.83,"3,026.56"
2007–2008,"1,188.81",266.42,710.29,26.94,193.09,261.96,50.35,—,310.38,—,"3,008.24",151.88,"3,160.12"
2008–2009 ,"1,302.43",259.91,732.66,30.34,197.62,282.16,41.46,—,322.81,—,"3,169.39",223.95,"3,393.33"
2009–2010 ,"1,329.92",263.90,755.58,32.40,200.73,292.12,36.60,—,330.67,—,"3,241.92",205.55,"3,447.46"
2010–2011 ,"1,465.89",231.71,784.51,33.85,210.22,306.88,31.33,—,293.67,—,"3,358.06",239.07,"3,597.13"
2011–2012,"1,378.71",391.04,824.65,35.90,207.95,296.46,42.02,—,302.48,—,"3,479.22",189.45,"3,668.68"
2012–2013,"1,414.46",477.97,808.67,36.26,219.89,288.70,37.29,282.17,95.20,—,"3,660.61",232.54,"3,893.15"
2013–2014 ,"1,428.55",499.77,838.59,36.41,210.45,288.93,39.35,288.81,83.82,—,"3,714.69",140.18,"3,854.87"
2014–2015,"1,461.05",497.20,830.67,35.65,206.87,288.98,44.57,297.21,110.56,—,"3,772.76",185.52,"3,958.27"
2015–2016,"1,508.65",503.32,864.81,36.78,223.68,293.51,45.72,303.50,83.04,—,"3,863.00",189.99,"4,052.99"
2016–2017,"1,527.31",514.19,889.68,36.50,226.60,299.59,47.42,315.73,90.37,—,"3,947.38",210.72,"4,158.10"
2017–2018,"1,568.76",525.73,893.57,39.39,227.65,311.10,50.80,334.40,104.84,—,"4,056.23",171.22,"4,227.46"
2018–2019,"1,621.78",541.63,925.88,39.95,227.85,318.78,48.36,351.94,103.61,—,"4,179.77",167.10,"4,346.87"
2019–2020,"1,697.64",575.58,970.09,39.60,223.07,336.78,49.04,398.79,99.04,0.07,"4,389.70",162.65,"4,552.35"
2020–2021,"1,737.00",663.53,964.95,35.19,243.67,350.38,50.98,437.66,38.79,457.98,"4,980.11",196.30,"5,176.41"
2021–2022,"1,770.89",705.45,"1,061.91",40.04,235.37,368.31,55.28,474.13,92.09,418.22,"5,221.69",333.60,"5,555.29"
2022–2023,"1,938.41",742.54,"1,064.21",39.24,240.75,490.00,64.31,514.54,157.40,—,"5,251.41",371.78,"5,623.19"
2023–2024 f,"1,956.52",743.95,"1,244.80",44.25,240.98,464.57,65.08,514.56,158.92,—,"5,433.63",586.40,"6,020.03"
2024–2025 f,"2,245.80",829.61,"1,320.21",46.05,269.17,531.14,72.48,574.00,180.26,—,"6,068.72",568.28,"6,637.00"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,31.2,48.0,26.4,39.1,34.3,37.3,12.3,—,74.4,—,31.6,-7.1,30.4
1976–1977,9.8,13.6,15.1,20.4,11.1,1.4,20.4,—,47.1,—,12.3,-51.5,10.9
1977–1978,8.6,10.4,3.8,-1.9,11.0,41.0,-4.0,—,12.4,—,8.4,-56.7,7.8
1978–1979,-1.3,72.9,11.0,41.9,21.7,26.0,22.7,—,11.1,—,11.0,750.7,13.8
1979–1980,10.1,19.6,11.8,8.9,21.2,0.1,27.1,—,17.5,—,11.9,-13.3,11.2
1980–1981,31.0,21.1,12.7,40.0,13.6,12.1,7.3,—,26.1,—,23.0,43.3,23.4
1981–1982,12.2,-4.4,22.9,142.7,25.5,23.4,4.7,—,70.1,—,18.3,34.4,18.7
1982–1983,9.7,25.2,18.9,-29.3,28.5,-39.4,97.9,—,4.5,—,11.0,10.5,11.0
1983–1984,3.9,1.9,8.8,-17.7,16.7,-2.5,1.7,—,14.3,—,4.9,14.0,5.2
1984–1985,1.7,5.3,1.1,2.3,9.5,11.6,8.6,—,3.4,—,2.7,13.5,3.1
1985–1986,2.5,1.4,1.2,6.5,9.8,1.2,4.8,—,13.6,—,2.9,5.3,3.0
1986–1987,10.0,7.8,6.6,8.2,18.7,3.5,-2.8,—,-2.3,—,8.0,-2.8,7.6
1987–1988,6.5,-3.8,3.7,-7.4,-5.5,9.8,-2.4,—,9.6,—,3.7,6.3,3.8
1988–1989,2.4,28.4,4.9,-5.2,13.0,22.9,-7.7,—,8.3,—,6.5,28.1,7.2
1989–1990,8.8,13.0,3.3,10.7,12.7,17.6,12.5,—,16.2,—,8.8,25.2,9.4
1990–1991,8.2,12.6,12.0,9.9,15.7,3.5,4.1,—,15.6,—,10.2,6.8,10.0
1991–1992,5.7,12.8,6.5,22.1,15.4,10.1,4.5,—,16.2,—,8.3,-8.3,7.6
1992–1993,4.9,4.1,-4.2,7.1,8.7,79.9,9.4,—,3.5,—,5.3,1.1,5.1
1993–1994,0.4,-2.4,5.6,1.0,7.6,10.9,-18.5,—,7.7,—,2.1,8.5,2.3
1994–1995,0.1,11.4,3.2,0.8,-8.5,-18.1,10.0,—,10.7,—,1.5,4.7,1.6
1995–1996,-1.3,-3.6,1.4,-2.3,3.4,34.3,34.3,—,-4.6,—,1.5,-2.6,1.3
1996–1997,0.0,4.1,-2.4,-0.8,6.8,3.6,-8.8,—,-14.3,—,-0.5,-0.5,-0.5
1997–1998,3.0,5.4,0.5,-2.8,8.8,-23.7,20.6,—,29.3,—,2.9,-15.0,2.2
1998–1999,5.3,0.3,3.8,-2.3,8.3,46.7,-23.2,—,-1.0,—,5.1,-11.7,4.6
1999–2000,4.8,14.9,5.5,10.2,12.8,3.5,-15.9,—,3.8,—,6.3,52.9,7.6
2000–2001,4.8,16.3,7.6,6.0,15.2,8.1,7.9,—,1.4,—,7.9,23.2,8.5
2001–2002,11.3,8.5,12.6,-12.0,8.2,12.3,-1.2,—,16.1,—,10.6,-0.6,10.1
2002–2003,6.6,6.7,7.8,-45.8,-1.1,-13.3,8.4,—,11.2,—,4.5,6.5,4.5
2003–2004,3.6,-6.5,3.0,1.0,-2.9,13.3,20.6,—,0.1,—,2.0,19.0,2.7
2004–2005,-0.9,-0.8,-2.5,7.0,8.6,0.8,-3.4,—,15.2,—,0.4,21.7,1.4
2005–2006 ,2.7,-16.8,5.5,14.9,5.2,36.4,26.2,—,21.5,—,4.7,22.1,5.6
2006–2007 ,4.3,-5.7,7.5,-0.1,4.6,0.6,-5.3,—,14.8,—,4.2,-4.6,3.6
2007–2008,5.2,-10.3,5.9,2.8,2.2,13.3,-9.5,—,22.3,—,5.4,-12.1,4.4
2008–2009 ,9.6,-2.4,3.1,12.6,2.3,7.7,-17.7,—,4.0,—,5.4,47.5,7.4
2009–2010,2.1,1.5,3.1,6.8,1.6,3.5,-11.7,—,2.4,—,2.3,-8.2,1.6
2010–2011 ,10.2,-12.2,3.8,4.5,4.7,5.1,-14.4,—,-11.2,—,3.6,16.3,4.3
2011–2012,-5.9,68.8,5.1,6.1,-1.1,-3.4,34.1,—,3.0,—,3.6,-20.8,2.0
2012–2013 ,2.6,22.2,-1.9,1.0,5.7,-2.6,-11.3,—,-68.5,—,5.2,22.7,6.1
2013–2014 ,1.0,4.6,3.7,0.4,-4.3,0.1,5.5,2.4,-11.9,—,1.5,-39.7,-1.0
2014–2015,2.3,-0.5,-0.9,-2.1,-1.7,0.0,13.3,2.9,31.9,—,1.6,32.3,2.7
2015–2016,3.3,1.2,4.1,3.2,8.1,1.6,2.6,2.1,-24.9,—,2.4,2.4,2.4
2016–2017,1.2,2.2,2.9,-0.8,1.3,2.1,3.7,4.0,8.8,—,2.2,10.9,2.6
2017–2018,2.7,2.2,0.4,7.9,0.5,3.8,7.1,5.9,16.0,—,2.8,-18.7,1.7
2018–2019,3.4,3.0,3.6,1.4,0.1,2.5,-4.8,5.2,-1.2,—,3.0,-2.4,2.8
2019–2020,4.7,6.3,4.8,-0.9,-2.1,5.6,1.4,13.3,-4.4,—,5.0,-2.7,4.7
2020–2021,2.3,15.3,-0.5,-11.1,9.2,4.0,4.0,9.7,-60.8,"629,148.1",13.4,20.7,13.7
2021–2022,2.0,6.3,10.0,13.8,-3.4,5.1,8.4,8.3,137.4,-8.7,4.9,69.9,7.3
2022–2023,9.5,5.3,0.2,-2.0,2.3,33.0,16.3,8.5,70.9,—,0.6,11.4,1.2
2023–2024 f,0.9,0.2,17.0,12.8,0.1,-5.2,1.2,0.0,1.0,—,3.5,57.7,7.1
2024–2025 f,14.8,11.5,6.1,4.1,11.7,14.3,11.4,11.6,13.4,—,11.7,-3.1,10.2
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
