"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.4.1  Provincial government health expenditure by use of funds in millions of current dollars, New Brunswick, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.4.3  Provincial government per capita health expenditure by use of funds in current dollars, New Brunswick, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,160.47,5.81,39.25,1.24,1.97,7.78,4.29,—,0.37,—,221.18,32.63,253.81
1975–1976,193.66,21.40,47.19,1.43,6.05,8.56,5.47,—,0.46,—,284.22,30.91,315.13
1976–1977,226.92,33.00,49.02,1.09,10.47,11.12,5.66,—,0.46,—,337.74,26.39,364.13
1977–1978,244.16,39.38,54.20,1.26,12.57,12.63,5.55,—,0.50,—,370.24,29.58,399.82
1978–1979,263.55,44.56,59.23,1.40,14.82,17.11,5.20,—,0.57,—,406.44,30.69,437.13
1979–1980,279.29,58.80,67.52,1.62,17.93,19.07,6.37,—,0.88,—,451.48,41.96,493.45
1980–1981,325.12,73.38,82.99,1.80,20.32,23.11,9.20,—,1.93,—,537.84,45.09,582.93
1981–1982,392.69,90.93,104.79,2.67,26.22,27.38,10.42,—,4.02,—,659.13,49.86,708.99
1982–1983,459.00,113.11,132.61,3.78,33.40,32.11,13.95,—,6.40,—,794.36,59.20,853.56
1983–1984,472.29,118.29,148.20,4.08,38.77,33.67,11.94,—,7.75,—,834.98,50.25,885.23
1984–1985,506.11,123.30,153.27,6.83,41.85,36.14,13.07,—,12.23,—,892.81,55.14,947.95
1985–1986,525.74,128.53,167.24,7.27,48.48,37.14,14.10,—,14.43,—,942.92,51.07,994.00
1986–1987,546.06,121.20,179.16,7.33,56.64,38.42,13.28,—,16.41,—,978.50,86.41,"1,064.91"
1987–1988,598.37,125.21,196.69,7.77,65.84,38.62,12.43,—,20.40,—,"1,065.32",115.56,"1,180.88"
1988–1989,643.57,134.26,215.83,8.05,66.58,40.96,13.13,—,24.16,—,"1,146.54",108.07,"1,254.61"
1989–1990,701.96,141.41,234.66,8.11,73.35,39.75,19.96,—,27.47,—,"1,246.66",111.20,"1,357.86"
1990–1991,762.25,147.98,234.20,9.10,80.57,41.98,22.41,—,47.61,—,"1,346.11",98.50,"1,444.61"
1991–1992,803.88,152.65,256.35,9.84,84.90,41.94,21.39,—,51.58,—,"1,422.52",72.58,"1,495.10"
1992–1993,847.43,181.30,258.20,8.49,78.74,31.89,22.18,—,52.55,—,"1,480.79",60.70,"1,541.49"
1993–1994,818.41,186.37,263.24,6.13,74.83,51.01,23.89,—,64.38,—,"1,488.25",59.60,"1,547.86"
1994–1995,832.45,187.85,277.75,6.43,74.49,51.98,23.90,—,65.53,—,"1,520.38",83.09,"1,603.47"
1995–1996,831.28,185.69,277.57,6.45,78.69,62.52,24.13,—,66.90,—,"1,533.22",109.99,"1,643.20"
1996–1997,846.12,185.72,285.65,6.20,70.90,60.93,23.85,—,69.67,—,"1,549.02",85.52,"1,634.54"
1997–1998,825.05,192.58,300.26,6.80,75.86,63.71,26.49,—,72.08,—,"1,562.82",51.80,"1,614.62"
1998–1999,877.37,202.27,312.95,6.06,85.04,67.70,31.53,—,90.11,—,"1,673.04",43.83,"1,716.87"
1999–2000,954.58,212.36,343.90,5.66,94.17,69.58,33.66,—,106.69,—,"1,820.61",43.30,"1,863.91"
2000–2001,"1,018.08",219.60,358.00,5.72,106.76,77.42,31.71,—,116.96,—,"1,934.25",56.55,"1,990.80"
2001–2002,"1,087.36",235.26,399.34,5.68,123.16,81.74,39.62,—,122.74,—,"2,094.91",73.37,"2,168.28"
2002–2003,"1,138.28",246.34,422.01,5.67,137.70,77.33,44.52,—,130.17,—,"2,202.01",69.02,"2,271.03"
2003–2004,"1,209.88",254.62,465.19,6.04,152.28,85.32,41.80,—,135.19,—,"2,350.31",88.66,"2,438.97"
2004–2005,"1,310.88",267.13,506.83,5.73,169.12,87.24,41.03,—,146.34,—,"2,534.30",133.40,"2,667.70"
2005–2006 ,"1,385.50",289.09,531.43,6.18,184.16,109.49,39.82,—,166.42,—,"2,712.09",199.45,"2,911.54"
2006–2007 ,"1,487.70",336.42,572.26,6.10,198.74,113.45,45.34,—,193.87,—,"2,953.89",239.72,"3,193.61"
2007–2008,"1,624.60",385.62,607.36,5.97,208.43,122.03,50.58,—,217.15,—,"3,221.74",150.51,"3,372.25"
2008–2009,"1,735.86",412.37,655.11,7.78,216.96,134.08,45.17,—,231.39,—,"3,438.72",129.85,"3,568.58"
2009–2010,"1,824.76",452.62,697.83,7.83,236.69,150.20,46.97,—,244.07,—,"3,660.97",102.52,"3,763.49"
2010–2011 ,"1,883.21",494.90,724.60,8.67,251.27,142.51,50.25,—,255.31,—,"3,810.71",110.67,"3,921.38"
2011–2012,"1,885.16",519.62,768.85,8.83,259.88,164.35,39.20,—,261.79,—,"3,907.68",218.41,"4,126.09"
2012–2013 ,"1,914.92",544.48,784.96,9.61,242.43,165.77,32.09,183.64,166.02,—,"4,043.93",113.71,"4,157.64"
2013–2014 ,"1,928.09",534.94,762.24,11.15,227.30,175.17,30.70,188.16,163.35,—,"4,021.11",102.25,"4,123.36"
2014–2015,"1,900.85",540.80,783.08,10.91,235.91,172.97,29.71,191.50,173.45,—,"4,039.19",91.26,"4,130.45"
2015–2016,"1,941.02",535.25,809.46,11.37,249.90,172.70,32.92,201.90,174.50,—,"4,129.04",141.08,"4,270.12"
2016–2017,"1,860.43",553.58,830.64,11.71,258.82,181.30,39.58,207.80,178.23,—,"4,122.08",162.43,"4,284.51"
2017–2018,"1,896.77",550.15,849.45,12.20,264.76,196.73,18.69,217.11,186.75,—,"4,192.60",190.33,"4,382.93"
2018–2019,"1,955.21",550.28,862.17,12.94,263.49,198.44,17.66,228.75,191.99,—,"4,280.92",181.30,"4,462.22"
2019–2020,"2,004.05",569.72,874.42,12.76,282.74,205.11,21.34,234.65,197.32,4.67,"4,406.79",127.14,"4,533.92"
2020–2021,"1,948.80",558.81,876.42,10.04,284.40,206.35,29.53,242.18,205.94,204.74,"4,567.22",140.58,"4,707.80"
2021–2022,"2,145.88",563.19,888.90,10.82,263.72,225.46,30.71,252.03,215.86,334.07,"4,930.64",150.30,"5,080.94"
2022–2023,"2,429.94",613.74,934.45,12.34,308.75,344.98,35.46,333.78,180.66,—,"5,194.09",166.85,"5,360.94"
2023–2024 f,"2,488.80",652.78,"1,006.93",14.28,299.12,357.67,37.22,324.21,170.87,—,"5,351.87",205.24,"5,557.12"
2024–2025 f,"2,466.04",709.53,"1,003.87",16.00,310.27,303.20,44.13,312.38,241.67,—,"5,407.10",211.68,"5,618.77"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,20.7,268.2,20.2,15.0,207.0,10.0,27.6,—,22.5,—,28.5,-5.3,24.2
1976–1977,17.2,54.3,3.9,-23.6,72.9,29.9,3.5,—,0.0,—,18.8,-14.6,15.5
1977–1978,7.6,19.3,10.6,15.4,20.0,13.5,-1.9,—,9.3,—,9.6,12.1,9.8
1978–1979,7.9,13.2,9.3,10.7,17.9,35.5,-6.3,—,14.4,—,9.8,3.8,9.3
1979–1980,6.0,32.0,14.0,16.1,21.0,11.5,22.5,—,54.6,—,11.1,36.7,12.9
1980–1981,16.4,24.8,22.9,10.8,13.3,21.2,44.4,—,118.5,—,19.1,7.4,18.1
1981–1982,20.8,23.9,26.3,48.6,29.1,18.5,13.2,—,108.3,—,22.6,10.6,21.6
1982–1983,16.9,24.4,26.5,41.8,27.4,17.3,33.9,—,59.2,—,20.5,18.7,20.4
1983–1984,2.9,4.6,11.8,7.9,16.1,4.9,-14.4,—,21.1,—,5.1,-15.1,3.7
1984–1985,7.2,4.2,3.4,67.4,8.0,7.3,9.5,—,57.9,—,6.9,9.7,7.1
1985–1986,3.9,4.2,9.1,6.3,15.8,2.7,7.9,—,18.0,—,5.6,-7.4,4.9
1986–1987,3.9,-5.7,7.1,0.9,16.8,3.5,-5.9,—,13.7,—,3.8,69.2,7.1
1987–1988,9.6,3.3,9.8,5.9,16.2,0.5,-6.4,—,24.3,—,8.9,33.7,10.9
1988–1989,7.6,7.2,9.7,3.6,1.1,6.1,5.6,—,18.4,—,7.6,-6.5,6.2
1989–1990,9.1,5.3,8.7,0.7,10.2,-3.0,52.0,—,13.7,—,8.7,2.9,8.2
1990–1991,8.6,4.6,-0.2,12.3,9.9,5.6,12.3,—,73.3,—,8.0,-11.4,6.4
1991–1992,5.5,3.2,9.5,8.1,5.4,-0.1,-4.5,—,8.3,—,5.7,-26.3,3.5
1992–1993,5.4,18.8,0.7,-13.7,-7.3,-24.0,3.7,—,1.9,—,4.1,-16.4,3.1
1993–1994,-3.4,2.8,2.0,-27.8,-5.0,59.9,7.7,—,22.5,—,0.5,-1.8,0.4
1994–1995,1.7,0.8,5.5,4.8,-0.4,1.9,0.1,—,1.8,—,2.2,39.4,3.6
1995–1996,-0.1,-1.2,-0.1,0.4,5.6,20.3,0.9,—,2.1,—,0.8,32.4,2.5
1996–1997,1.8,0.0,2.9,-4.0,-9.9,-2.5,-1.2,—,4.1,—,1.0,-22.2,-0.5
1997–1998,-2.5,3.7,5.1,9.7,7.0,4.6,11.1,—,3.5,—,0.9,-39.4,-1.2
1998–1999,6.3,5.0,4.2,-10.8,12.1,6.3,19.0,—,25.0,—,7.1,-15.4,6.3
1999–2000,8.8,5.0,9.9,-6.6,10.7,2.8,6.8,—,18.4,—,8.8,-1.2,8.6
2000–2001,6.7,3.4,4.1,1.1,13.4,11.3,-5.8,—,9.6,—,6.2,30.6,6.8
2001–2002,6.8,7.1,11.5,-0.7,15.4,5.6,24.9,—,4.9,—,8.3,29.7,8.9
2002–2003,4.7,4.7,5.7,-0.2,11.8,-5.4,12.4,—,6.1,—,5.1,-5.9,4.7
2003–2004,6.3,3.4,10.2,6.5,10.6,10.3,-6.1,—,3.9,—,6.7,28.5,7.4
2004–2005,8.3,4.9,9.0,-5.2,11.1,2.2,-1.8,—,8.3,—,7.8,50.5,9.4
2005–2006 ,5.7,8.2,4.9,8.0,8.9,25.5,-3.0,—,13.7,—,7.0,49.5,9.1
2006–2007 ,7.4,16.4,7.7,-1.4,7.9,3.6,13.9,—,16.5,—,8.9,20.2,9.7
2007–2008 ,9.2,14.6,6.1,-2.2,4.9,7.6,11.6,—,12.0,—,9.1,-37.2,5.6
2008–2009,6.8,6.9,7.9,30.4,4.1,9.9,-10.7,—,6.6,—,6.7,-13.7,5.8
2009–2010 ,5.1,9.8,6.5,0.7,9.1,12.0,4.0,—,5.5,—,6.5,-21.0,5.5
2010–2011 ,3.2,9.3,3.8,10.7,6.2,-5.1,7.0,—,4.6,—,4.1,7.9,4.2
2011–2012,0.1,5.0,6.1,1.9,3.4,15.3,-22.0,—,2.5,—,2.5,97.4,5.2
2012–2013 ,1.6,4.8,2.1,8.8,-6.7,0.9,-18.1,—,-36.6,—,3.5,-47.9,0.8
2013–2014 ,0.7,-1.8,-2.9,16.0,-6.2,5.7,-4.3,2.5,-1.6,—,-0.6,-10.1,-0.8
2014–2015,-1.4,1.1,2.7,-2.2,3.8,-1.3,-3.2,1.8,6.2,—,0.4,-10.7,0.2
2015–2016,2.1,-1.0,3.4,4.2,5.9,-0.2,10.8,5.4,0.6,—,2.2,54.6,3.4
2016–2017,-4.2,3.4,2.6,3.0,3.6,5.0,20.2,2.9,2.1,—,-0.2,15.1,0.3
2017–2018,2.0,-0.6,2.3,4.1,2.3,8.5,-52.8,4.5,4.8,—,1.7,17.2,2.3
2018–2019,3.1,0.0,1.5,6.1,-0.5,0.9,-5.5,5.4,2.8,—,2.1,-4.7,1.8
2019–2020,2.5,3.5,1.4,-1.4,7.3,3.4,20.9,2.6,2.8,—,2.9,-29.9,1.6
2020–2021,-2.8,-1.9,0.2,-21.3,0.6,0.6,38.4,3.2,4.4,"4,282.1",3.6,10.6,3.8
2021–2022,10.1,0.8,1.4,7.8,-7.3,9.3,4.0,4.1,4.8,63.2,8.0,6.9,7.9
2022–2023,13.2,9.0,5.1,14.1,17.1,53.0,15.4,32.4,-16.3,—,5.3,11.0,5.5
2023–2024 f,2.4,6.4,7.8,15.7,-3.1,3.7,5.0,-2.9,-5.4,—,3.0,23.0,3.7
2024–2025 f,-0.9,8.7,-0.3,12.1,3.7,-15.2,18.5,-3.6,41.4,—,1.0,3.1,1.1
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
