"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.11.1  Territorial government health expenditure by use of funds in millions of current dollars, Yukon, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,96.93,21.00,63.28,0.56,1.22,26.11,8.48,—,17.15,—,234.73,17.76,252.50
1975–1976,107.59,26.06,66.58,0.59,1.58,33.94,9.09,—,16.16,—,261.59,28.00,289.59
1976–1977,224.22,26.74,84.50,0.71,1.42,38.34,15.86,—,28.88,—,420.68,6.62,427.30
1977–1978,238.10,23.04,91.53,0.48,0.75,39.13,21.23,—,26.73,—,440.98,3.74,444.72
1978–1979,268.86,24.74,108.82,8.91,1.12,45.50,16.13,—,33.69,—,507.79,3.98,511.76
1979–1980,278.74,24.70,122.46,10.38,0.22,42.50,18.97,—,37.77,—,535.73,8.86,544.58
1980–1981,307.36,30.37,123.57,8.00,0.90,43.33,18.61,—,44.74,—,576.86,19.89,596.75
1981–1982,305.60,32.92,152.32,13.68,3.52,53.52,22.68,—,49.17,—,633.42,3.94,637.35
1982–1983,652.84,37.62,173.85,18.83,8.72,47.20,18.79,—,52.80,—,"1,010.65",6.70,"1,017.35"
1983–1984,493.81,41.46,188.55,23.19,10.44,66.67,20.75,—,48.91,—,893.77,38.43,932.20
1984–1985,458.91,46.88,200.10,24.87,8.40,87.39,24.78,—,59.38,—,910.71,80.64,991.35
1985–1986,498.38,51.19,203.04,13.22,8.83,127.52,19.54,—,62.93,—,984.67,43.75,"1,028.42"
1986–1987,510.57,62.34,220.97,5.93,14.69,144.78,53.79,—,64.68,—,"1,077.76",66.46,"1,144.22"
1987–1988,507.17,68.74,229.66,21.62,33.56,119.42,50.37,—,77.22,—,"1,107.76",43.09,"1,150.84"
1988–1989,579.23,73.40,247.76,22.31,41.80,143.48,41.61,—,98.97,—,"1,248.55",49.82,"1,298.38"
1989–1990,587.16,74.82,275.99,21.91,45.76,128.87,48.06,—,130.84,—,"1,313.42",38.89,"1,352.31"
1990–1991,603.68,89.57,289.76,20.84,46.23,136.00,58.88,—,134.66,—,"1,379.62",47.32,"1,426.94"
1991–1992,636.33,107.44,312.33,24.79,59.27,166.84,59.52,—,134.52,—,"1,501.05",104.48,"1,605.52"
1992–1993,657.79,122.80,325.19,25.96,69.65,153.31,72.12,—,147.72,—,"1,574.53",116.49,"1,691.02"
1993–1994,871.13,176.77,311.55,26.94,77.41,136.84,52.82,—,140.26,—,"1,793.73",274.19,"2,067.92"
1994–1995,856.30,240.77,330.69,31.71,67.26,185.54,61.96,—,151.84,—,"1,926.08",489.23,"2,415.30"
1995–1996,794.57,230.58,322.66,29.44,44.55,183.06,69.86,—,149.69,—,"1,824.41",371.72,"2,196.12"
1996–1997,794.05,236.27,343.52,27.87,48.57,184.83,67.91,—,167.74,—,"1,870.75",236.18,"2,106.93"
1997–1998,765.25,250.97,356.00,38.39,63.39,448.66,80.06,—,215.52,—,"2,218.24",76.33,"2,294.57"
1998–1999,776.65,267.04,362.85,36.74,74.24,486.30,79.69,—,242.23,—,"2,325.74",90.53,"2,416.27"
1999–2000,811.43,300.51,373.12,46.57,92.84,517.50,86.22,—,285.56,—,"2,513.75",101.47,"2,615.22"
2000–2001,852.79,321.92,393.78,49.52,113.21,543.63,88.65,—,300.44,—,"2,663.94",201.42,"2,865.36"
2001–2002,907.05,350.62,425.51,48.66,133.28,572.18,93.54,—,331.64,—,"2,862.48",377.33,"3,239.81"
2002–2003,960.62,418.63,504.62,45.87,156.10,609.21,100.53,—,363.36,—,"3,158.95",246.13,"3,405.08"
2003–2004,"1,060.54",415.89,507.82,47.77,167.19,616.80,92.69,—,373.20,—,"3,281.90",104.10,"3,386.01"
2004–2005,"1,093.77",472.51,577.88,49.59,191.66,653.02,92.72,—,401.96,—,"3,533.11",113.61,"3,646.72"
2005–2006 ,"1,201.78",538.04,583.38,55.35,207.10,670.96,101.61,—,433.85,—,"3,792.07",120.97,"3,913.04"
2006–2007 ,"1,492.26",545.52,688.26,54.26,227.10,749.46,111.36,—,379.27,—,"4,247.50",161.71,"4,409.21"
2007–2008,"1,405.26",599.47,600.14,52.50,209.32,875.18,113.68,—,562.66,—,"4,418.21",91.85,"4,510.06"
2008–2009,"1,489.72",626.46,705.43,58.75,237.50,"1,033.34",130.27,—,579.94,—,"4,861.40",99.08,"4,960.48"
2009–2010 ,"1,601.56",662.99,746.20,57.01,238.44,"1,277.04",163.75,—,604.59,—,"5,351.59",327.70,"5,679.29"
2010–2011 ,"2,001.84",686.38,860.96,62.44,221.47,925.81,154.56,—,678.22,—,"5,591.67",175.34,"5,767.01"
2011–2012,"1,926.84",740.99,846.02,65.12,248.18,938.39,164.84,—,687.88,—,"5,618.26",478.85,"6,097.11"
2012–2013 ,"2,027.58",823.98,919.00,61.95,242.56,883.67,185.27,140.17,582.34,—,"5,866.52",381.87,"6,248.40"
2013–2014 ,"2,348.95",879.39,976.89,63.35,208.88,939.82,237.22,155.38,581.90,—,"6,391.77",151.24,"6,543.01"
2014–2015,"2,367.84",867.62,"1,034.10",71.14,215.62,765.37,215.81,167.33,590.23,—,"6,295.07",259.47,"6,554.54"
2015–2016,"2,496.10",886.01,"1,066.84",69.52,297.81,816.51,227.38,177.50,609.04,—,"6,646.70",477.88,"7,124.58"
2016–2017,"2,535.61",941.85,"1,159.95",79.05,258.68,"1,128.22",226.62,191.69,589.72,—,"7,111.41","1,830.50","8,941.90"
2017–2018,"2,583.02",981.01,"1,159.77",79.10,260.51,"1,184.11",242.38,192.73,622.88,—,"7,305.51","2,209.74","9,515.25"
2018–2019,"2,575.89","1,554.70","1,178.54",81.57,293.55,812.70,269.64,214.99,622.88,—,"7,604.47",864.56,"8,469.03"
2019–2020,"2,725.90","1,801.05","1,266.44",90.45,279.13,831.68,293.73,252.32,614.78,4.40,"8,159.88",417.09,"8,576.97"
2020–2021,"2,654.82","1,854.64","1,208.71",72.96,272.55,778.70,250.29,303.42,554.53,"1,025.79","8,976.42",227.53,"9,203.95"
2021–2022,"2,839.97","1,791.24","1,292.12",103.39,294.34,838.93,312.10,314.59,637.14,849.78,"9,273.61",238.87,"9,512.48"
2022–2023,"2,901.90","2,005.54","1,368.58",106.11,328.16,"1,132.77",360.13,322.68,756.89,—,"9,282.76",456.07,"9,738.84"
2023–2024 f,"3,801.25","2,052.08","1,597.86",158.48,335.75,"1,008.37",431.00,397.18,810.43,—,"10,592.39",584.99,"11,177.38"
2024–2025 f,"3,372.19","2,096.30","1,601.21",241.64,345.73,"1,066.99",451.61,396.88,708.67,—,"10,281.20",374.65,"10,655.85"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,11.0,24.1,5.2,4.0,29.3,30.0,7.2,—,-5.8,—,11.4,57.6,14.7
1976–1977,108.4,2.6,26.9,21.5,-9.8,13.0,74.4,—,78.7,—,60.8,-76.4,47.6
1977–1978,6.2,-13.9,8.3,-32.0,-47.4,2.0,33.9,—,-7.4,—,4.8,-43.5,4.1
1978–1979,12.9,7.4,18.9,"1,742.5",50.5,16.3,-24.0,—,26.1,—,15.1,6.5,15.1
1979–1980,3.7,-0.2,12.5,16.4,-80.7,-6.6,17.6,—,12.1,—,5.5,122.5,6.4
1980–1981,10.3,22.9,0.9,-22.9,313.8,2.0,-1.9,—,18.5,—,7.7,124.6,9.6
1981–1982,-0.6,8.4,23.3,71.1,292.3,23.5,21.9,—,9.9,—,9.8,-80.2,6.8
1982–1983,113.6,14.3,14.1,37.6,147.4,-11.8,-17.1,—,7.4,—,59.6,70.2,59.6
1983–1984,-24.4,10.2,8.5,23.1,19.7,41.2,10.4,—,-7.4,—,-11.6,473.3,-8.4
1984–1985,-7.1,13.1,6.1,7.2,-19.5,31.1,19.4,—,21.4,—,1.9,109.9,6.3
1985–1986,8.6,9.2,1.5,-46.8,5.2,45.9,-21.1,—,6.0,—,8.1,-45.8,3.7
1986–1987,2.4,21.8,8.8,-55.1,66.3,13.5,175.2,—,2.8,—,9.5,51.9,11.3
1987–1988,-0.7,10.3,3.9,264.5,128.5,-17.5,-6.4,—,19.4,—,2.8,-35.2,0.6
1988–1989,14.2,6.8,7.9,3.2,24.6,20.1,-17.4,—,28.2,—,12.7,15.6,12.8
1989–1990,1.4,1.9,11.4,-1.8,9.5,-10.2,15.5,—,32.2,—,5.2,-21.9,4.2
1990–1991,2.8,19.7,5.0,-4.9,1.0,5.5,22.5,—,2.9,—,5.0,21.7,5.5
1991–1992,5.4,20.0,7.8,19.0,28.2,22.7,1.1,—,-0.1,—,8.8,120.8,12.5
1992–1993,3.4,14.3,4.1,4.7,17.5,-8.1,21.2,—,9.8,—,4.9,11.5,5.3
1993–1994,32.4,44.0,-4.2,3.8,11.1,-10.7,-26.8,—,-5.0,—,13.9,135.4,22.3
1994–1995,-1.7,36.2,6.1,17.7,-13.1,35.6,17.3,—,8.3,—,7.4,78.4,16.8
1995–1996,-7.2,-4.2,-2.4,-7.2,-33.8,-1.3,12.7,—,-1.4,—,-5.3,-24.0,-9.1
1996–1997,-0.1,2.5,6.5,-5.3,9.0,1.0,-2.8,—,12.1,—,2.5,-36.5,-4.1
1997–1998,-3.6,6.2,3.6,37.8,30.5,142.7,17.9,—,28.5,—,18.6,-67.7,8.9
1998–1999,1.5,6.4,1.9,-4.3,17.1,8.4,-0.5,—,12.4,—,4.8,18.6,5.3
1999–2000,4.5,12.5,2.8,26.7,25.1,6.4,8.2,—,17.9,—,8.1,12.1,8.2
2000–2001,5.1,7.1,5.5,6.3,21.9,5.1,2.8,—,5.2,—,6.0,98.5,9.6
2001–2002,6.4,8.9,8.1,-1.7,17.7,5.3,5.5,—,10.4,—,7.5,87.3,13.1
2002–2003,5.9,19.4,18.6,-5.7,17.1,6.5,7.5,—,9.6,—,10.4,-34.8,5.1
2003–2004,10.4,-0.7,0.6,4.2,7.1,1.2,-7.8,—,2.7,—,3.9,-57.7,-0.6
2004–2005,3.1,13.6,13.8,3.8,14.6,5.9,0.0,—,7.7,—,7.7,9.1,7.7
2005–2006 ,9.9,13.9,1.0,11.6,8.1,2.7,9.6,—,7.9,—,7.3,6.5,7.3
2006–2007 ,24.2,1.4,18.0,-2.0,9.7,11.7,9.6,—,-12.6,—,12.0,33.7,12.7
2007–2008,-5.8,9.9,-12.8,-3.2,-7.8,16.8,2.1,—,48.4,—,4.0,-43.2,2.3
2008–2009,6.0,4.5,17.5,11.9,13.5,18.1,14.6,—,3.1,—,10.0,7.9,10.0
2009–2010 ,7.5,5.8,5.8,-3.0,0.4,23.6,25.7,—,4.3,—,10.1,230.7,14.5
2010–2011 ,25.0,3.5,15.4,9.5,-7.1,-27.5,-5.6,—,12.2,—,4.5,-46.5,1.5
2011–2012,-3.7,8.0,-1.7,4.3,12.1,1.4,6.6,—,1.4,—,0.5,173.1,5.7
2012–2013 ,5.2,11.2,8.6,-4.9,-2.3,-5.8,12.4,—,-15.3,—,4.4,-20.3,2.5
2013–2014 ,15.8,6.7,6.3,2.3,-13.9,6.4,28.0,10.9,-0.1,—,9.0,-60.4,4.7
2014–2015,0.8,-1.3,5.9,12.3,3.2,-18.6,-9.0,7.7,1.4,—,-1.5,71.6,0.2
2015–2016,5.4,2.1,3.2,-2.3,38.1,6.7,5.4,6.1,3.2,—,5.6,84.2,8.7
2016–2017,1.6,6.3,8.7,13.7,-13.1,38.2,-0.3,8.0,-3.2,—,7.0,283.0,25.5
2017–2018,1.9,4.2,0.0,0.1,0.7,5.0,7.0,0.5,5.6,—,2.7,20.7,6.4
2018–2019,-0.3,58.5,1.6,3.1,12.7,-31.4,11.2,11.5,0.0,—,4.1,-60.9,-11.0
2019–2020,5.8,15.8,7.5,10.9,-4.9,2.3,8.9,17.4,-1.3,—,7.3,-51.8,1.3
2020–2021,-2.6,3.0,-4.6,-19.3,-2.4,-6.4,-14.8,20.3,-9.8,"23,193.6",10.0,-45.4,7.3
2021–2022,7.0,-3.4,6.9,41.7,8.0,7.7,24.7,3.7,14.9,-17.2,3.3,5.0,3.4
2022–2023,2.2,12.0,5.9,2.6,11.5,35.0,15.4,2.6,18.8,—,0.1,90.9,2.4
2023–2024 f,31.0,2.3,16.8,49.4,2.3,-11.0,19.7,23.1,7.1,—,14.1,28.3,14.8
2024–2025 f,-11.3,2.2,0.2,52.5,3.0,5.8,4.8,-0.1,-12.6,—,-2.9,-36.0,-4.7
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
