"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.9.1  Provincial government health expenditure by use of funds in millions of current dollars, Alberta, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2021–2022,-0.5,-1.0,6.6,29.1,-5.4,2.0,9.1,4.0,-17.2,1.7,0.8,-16.5,—
2022–2023,1.0,4.0,5.8,-0.8,6.8,50.8,11.7,1.2,13.0,—,0.0,0.7,—
2023–2024 f,3.6,6.8,-2.0,7.5,0.8,-17.9,-2.4,7.1,-2.9,—,-0.2,3.7,—
2024–2025 f,-7.6,-2.6,3.1,-2.4,-5.7,40.7,27.0,-5.8,-10.6,—,0.3,-6.5,—
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.9.3  Provincial government per capita health expenditure by use of funds in current dollars, Alberta, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,176.11,33.47,69.79,9.22,5.29,17.80,2.29,—,1.12,—,315.10,7.89,322.98
1975–1976,228.90,48.94,78.60,9.84,6.57,21.55,3.51,—,1.50,—,399.41,3.87,403.28
1976–1977,250.80,48.17,84.79,11.42,7.37,27.67,3.15,—,1.30,—,434.68,6.52,441.21
1977–1978,244.42,50.86,88.39,11.78,8.14,31.04,3.69,—,1.93,—,440.25,12.06,452.31
1978–1979,243.40,59.70,98.30,13.18,9.23,31.56,12.73,—,3.85,—,471.94,47.06,519.00
1979–1980,269.98,63.16,108.80,15.10,10.35,38.24,11.73,—,14.46,—,531.82,89.83,621.66
1980–1981,318.89,71.83,124.17,17.80,11.79,48.68,13.05,—,16.16,—,622.37,83.67,706.04
1981–1982,390.73,82.70,149.20,22.85,14.03,60.75,16.39,—,22.71,—,759.37,90.26,849.63
1982–1983,513.68,75.28,184.58,26.98,17.30,74.24,18.40,—,26.18,—,936.65,147.30,"1,083.95"
1983–1984,558.46,83.58,201.78,31.74,20.84,74.80,16.38,—,33.50,—,"1,021.08",162.23,"1,183.31"
1984–1985,578.76,88.10,213.48,34.94,24.19,79.36,16.24,—,34.14,—,"1,069.22",121.50,"1,190.72"
1985–1986,624.89,91.94,228.84,38.80,30.48,85.84,15.53,—,42.92,—,"1,159.24",127.74,"1,286.98"
1986–1987,675.95,97.65,249.55,44.83,35.59,91.01,15.34,—,51.09,—,"1,261.02",134.02,"1,395.04"
1987–1988,668.36,92.62,255.11,40.19,40.55,95.40,21.08,—,38.49,—,"1,251.80",94.16,"1,345.96"
1988–1989,719.84,96.27,268.04,46.86,45.02,86.65,20.72,—,67.45,—,"1,350.86",68.58,"1,419.44"
1989–1990,765.50,102.51,289.74,65.27,70.18,95.35,18.06,—,74.99,—,"1,481.59",69.80,"1,551.40"
1990–1991,811.88,110.92,302.02,66.20,70.50,72.58,18.91,—,75.44,—,"1,528.45",64.10,"1,592.55"
1991–1992,843.22,113.40,329.45,62.54,73.74,84.20,20.17,—,78.50,—,"1,605.22",51.71,"1,656.93"
1992–1993,883.99,107.46,345.75,61.71,79.49,84.40,21.13,—,81.68,—,"1,665.62",59.26,"1,724.88"
1993–1994,832.84,96.58,344.97,59.68,76.28,78.53,19.05,—,85.93,—,"1,593.87",47.91,"1,641.78"
1994–1995,676.44,97.31,322.24,54.35,77.30,126.01,18.67,—,90.08,—,"1,462.38",27.26,"1,489.65"
1995–1996,620.77,172.32,288.71,31.89,77.76,61.84,19.33,—,94.01,—,"1,366.64",37.22,"1,403.86"
1996–1997,665.71,178.59,275.56,29.64,85.66,92.75,22.93,—,105.15,—,"1,456.00",38.51,"1,494.51"
1997–1998,731.91,180.84,282.23,29.53,91.36,124.40,27.35,—,126.04,—,"1,593.66",39.37,"1,633.02"
1998–1999,748.29,169.80,301.97,32.00,97.41,148.44,34.76,—,131.47,—,"1,664.13",56.19,"1,720.31"
1999–2000,835.73,176.75,319.32,35.11,115.60,210.41,34.88,—,132.70,—,"1,860.50",101.23,"1,961.73"
2000–2001,908.30,174.57,337.31,37.00,133.17,206.63,40.04,—,151.25,—,"1,988.28",120.35,"2,108.63"
2001–2002,"1,008.88",186.24,380.49,37.87,151.83,234.82,40.37,—,163.89,—,"2,204.39",152.29,"2,356.69"
2002–2003,"1,071.51",162.39,439.63,31.12,168.88,224.82,45.50,—,183.92,—,"2,327.76",175.13,"2,502.89"
2003–2004,"1,114.26",167.10,476.41,34.57,189.86,236.38,44.66,—,189.46,—,"2,452.71",180.35,"2,633.06"
2004–2005,"1,252.29",188.48,482.25,37.67,202.43,278.45,49.68,—,192.56,—,"2,683.81",188.75,"2,872.57"
2005–2006 ,"1,320.95",185.52,533.67,37.56,216.83,371.73,54.08,—,190.22,—,"2,910.57",219.91,"3,130.48"
2006–2007 ,"1,393.12",195.19,575.50,54.04,222.93,378.20,51.10,—,214.75,—,"3,084.82",275.20,"3,360.02"
2007–2008,"1,469.99",215.07,638.05,54.44,226.42,431.38,50.63,—,210.26,—,"3,296.23",277.04,"3,573.27"
2008–2009 ,"1,590.38",221.10,742.45,58.08,231.22,426.43,67.70,—,211.12,—,"3,548.47",350.29,"3,898.76"
2009–2010 ,"1,667.45",296.68,809.19,58.78,288.22,259.16,51.80,—,301.52,—,"3,732.79",258.53,"3,991.32"
2010–2011 ,"1,863.64",367.32,876.66,60.92,309.47,317.17,57.96,—,364.84,—,"4,217.96",294.14,"4,512.10"
2011–2012,"1,795.25",372.95,929.61,62.07,333.12,306.53,37.93,—,371.85,—,"4,209.30",237.86,"4,447.15"
2012–2013 ,"1,892.52",385.37,949.66,65.05,315.00,312.36,43.07,189.90,215.49,—,"4,368.41",248.38,"4,616.79"
2013–2014 ,"1,938.71",354.20,998.86,65.38,319.33,309.99,39.21,201.96,232.79,—,"4,460.42",183.73,"4,644.16"
2014–2015,"1,939.33",391.14,"1,040.10",71.10,321.32,336.02,35.79,209.38,217.25,—,"4,561.44",144.52,"4,705.95"
2015–2016,"1,951.97",388.20,"1,107.34",77.39,358.38,335.86,30.77,209.48,211.33,—,"4,670.72",148.72,"4,819.44"
2016–2017,"1,983.10",413.69,"1,146.55",82.24,369.99,363.85,31.55,219.75,223.17,—,"4,833.89",132.79,"4,966.68"
2017–2018,"1,991.30",425.44,"1,186.44",84.62,365.96,359.76,31.06,232.55,240.73,—,"4,917.86",186.04,"5,103.90"
2018–2019,"1,970.99",439.16,"1,205.77",87.15,367.15,396.09,32.19,252.28,242.50,—,"4,993.27",195.93,"5,189.20"
2019–2020,"1,934.55",450.33,"1,216.12",89.41,382.70,391.99,30.82,256.69,229.40,16.33,"4,998.35",202.29,"5,200.64"
2020–2021,"1,960.57",454.38,"1,114.10",67.32,397.84,387.40,31.46,240.30,232.67,360.19,"5,246.22",268.28,"5,514.50"
2021–2022,"2,007.16",462.69,"1,221.64",89.38,387.20,406.32,35.31,257.05,198.11,376.78,"5,441.63",230.39,"5,672.02"
2022–2023,"2,043.24",484.80,"1,302.71",89.35,416.62,617.40,39.73,262.05,225.64,—,"5,481.54",233.77,"5,715.30"
2023–2024 f,"2,195.12",536.80,"1,323.05",99.62,435.33,525.80,40.20,290.83,227.18,—,"5,673.93",251.24,"5,925.17"
2024–2025 f,"2,069.56",533.51,"1,392.74",99.22,419.06,755.24,52.09,279.70,207.33,—,"5,808.46",239.85,"6,048.30"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,30.0,46.2,12.6,6.7,24.1,21.0,53.7,—,33.7,—,26.8,-50.9,24.9
1976–1977,9.6,-1.6,7.9,16.1,12.2,28.4,-10.3,—,-13.2,—,8.8,68.5,9.4
1977–1978,-2.5,5.6,4.2,3.1,10.5,12.2,17.0,—,48.0,—,1.3,84.9,2.5
1978–1979,-0.4,17.4,11.2,11.9,13.4,1.7,245.1,—,99.3,—,7.2,290.2,14.7
1979–1980,10.9,5.8,10.7,14.6,12.1,21.2,-7.8,—,276.0,—,12.7,90.9,19.8
1980–1981,18.1,13.7,14.1,17.9,14.0,27.3,11.2,—,11.7,—,17.0,-6.9,13.6
1981–1982,22.5,15.1,20.2,28.4,19.0,24.8,25.6,—,40.5,—,22.0,7.9,20.3
1982–1983,31.5,-9.0,23.7,18.1,23.3,22.2,12.3,—,15.3,—,23.3,63.2,27.6
1983–1984,8.7,11.0,9.3,17.6,20.4,0.8,-11.0,—,28.0,—,9.0,10.1,9.2
1984–1985,3.6,5.4,5.8,10.1,16.1,6.1,-0.8,—,1.9,—,4.7,-25.1,0.6
1985–1986,8.0,4.4,7.2,11.1,26.0,8.2,-4.4,—,25.7,—,8.4,5.1,8.1
1986–1987,8.2,6.2,9.1,15.5,16.8,6.0,-1.2,—,19.0,—,8.8,4.9,8.4
1987–1988,-1.1,-5.1,2.2,-10.4,13.9,4.8,37.4,—,-24.6,—,-0.7,-29.7,-3.5
1988–1989,7.7,3.9,5.1,16.6,11.0,-9.2,-1.7,—,75.2,—,7.9,-27.2,5.5
1989–1990,6.3,6.5,8.1,39.3,55.9,10.0,-12.8,—,11.2,—,9.7,1.8,9.3
1990–1991,6.1,8.2,4.2,1.4,0.5,-23.9,4.7,—,0.6,—,3.2,-8.2,2.7
1991–1992,3.9,2.2,9.1,-5.5,4.6,16.0,6.6,—,4.1,—,5.0,-19.3,4.0
1992–1993,4.8,-5.2,4.9,-1.3,7.8,0.2,4.8,—,4.1,—,3.8,14.6,4.1
1993–1994,-5.8,-10.1,-0.2,-3.3,-4.0,-7.0,-9.9,—,5.2,—,-4.3,-19.2,-4.8
1994–1995,-18.8,0.7,-6.6,-8.9,1.3,60.4,-2.0,—,4.8,—,-8.2,-43.1,-9.3
1995–1996,-8.2,77.1,-10.4,-41.3,0.6,-50.9,3.5,—,4.4,—,-6.5,36.5,-5.8
1996–1997,7.2,3.6,-4.6,-7.1,10.2,50.0,18.6,—,11.8,—,6.5,3.5,6.5
1997–1998,9.9,1.3,2.4,-0.4,6.7,34.1,19.3,—,19.9,—,9.5,2.2,9.3
1998–1999,2.2,-6.1,7.0,8.4,6.6,19.3,27.1,—,4.3,—,4.4,42.7,5.3
1999–2000,11.7,4.1,5.7,9.7,18.7,41.7,0.4,—,0.9,—,11.8,80.2,14.0
2000–2001,8.7,-1.2,5.6,5.4,15.2,-1.8,14.8,—,14.0,—,6.9,18.9,7.5
2001–2002,11.1,6.7,12.8,2.3,14.0,13.6,0.8,—,8.4,—,10.9,26.5,11.8
2002–2003,6.2,-12.8,15.5,-17.8,11.2,-4.3,12.7,—,12.2,—,5.6,15.0,6.2
2003–2004,4.0,2.9,8.4,11.1,12.4,5.1,-1.8,—,3.0,—,5.4,3.0,5.2
2004–2005,12.4,12.8,1.2,9.0,6.6,17.8,11.2,—,1.6,—,9.4,4.7,9.1
2005–2006 ,5.5,-1.6,10.7,-0.3,7.1,33.5,8.9,—,-1.2,—,8.4,16.5,9.0
2006–2007 ,5.5,5.2,7.8,43.9,2.8,1.7,-5.5,—,12.9,—,6.0,25.1,7.3
2007–2008,5.5,10.2,10.9,0.7,1.6,14.1,-0.9,—,-2.1,—,6.9,0.7,6.3
2008–2009 ,8.2,2.8,16.4,6.7,2.1,-1.1,33.7,—,0.4,—,7.7,26.4,9.1
2009–2010,4.8,34.2,9.0,1.2,24.7,-39.2,-23.5,—,42.8,—,5.2,-26.2,2.4
2010–2011 ,11.8,23.8,8.3,3.6,7.4,22.4,11.9,—,21.0,—,13.0,13.8,13.0
2011–2012,-3.7,1.5,6.0,1.9,7.6,-3.4,-34.6,—,1.9,—,-0.2,-19.1,-1.4
2012–2013 ,5.4,3.3,2.2,4.8,-5.4,1.9,13.6,—,-42.0,—,3.8,4.4,3.8
2013–2014 ,2.4,-8.1,5.2,0.5,1.4,-0.8,-9.0,6.4,8.0,—,2.1,-26.0,0.6
2014–2015,0.0,10.4,4.1,8.7,0.6,8.4,-8.7,3.7,-6.7,—,2.3,-21.3,1.3
2015–2016,0.7,-0.8,6.5,8.8,11.5,0.0,-14.0,0.1,-2.7,—,2.4,2.9,2.4
2016–2017,1.6,6.6,3.5,6.3,3.2,8.3,2.5,4.9,5.6,—,3.5,-10.7,3.1
2017–2018,0.4,2.8,3.5,2.9,-1.1,-1.1,-1.6,5.8,7.9,—,1.7,40.1,2.8
2018–2019,-1.0,3.2,1.6,3.0,0.3,10.1,3.6,8.5,0.7,—,1.5,5.3,1.7
2019–2020,-1.8,2.5,0.9,2.6,4.2,-1.0,-4.2,1.8,-5.4,—,0.1,3.2,0.2
2020–2021,1.3,0.9,-8.4,-24.7,4.0,-1.2,2.1,-6.4,1.4,"2,105.8",5.0,32.6,6.0
2021–2022,2.4,1.8,9.7,32.8,-2.7,4.9,12.2,7.0,-14.9,4.6,3.7,-14.1,2.9
2022–2023,1.8,4.8,6.6,0.0,7.6,52.0,12.5,1.9,13.9,—,0.7,1.5,0.8
2023–2024 f,7.4,10.7,1.6,11.5,4.5,-14.8,1.2,11.0,0.7,—,3.5,7.5,3.7
2024–2025 f,-5.7,-0.6,5.3,-0.4,-3.7,43.6,29.6,-3.8,-8.7,—,2.4,-4.5,2.1
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
