"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.12.1  Territorial government health expenditure by use of funds in millions of current dollars, Northwest Territories, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,166.52,19.27,60.23,0.00,2.02,47.71,4.13,—,1.56,—,301.44,6.65,308.10
1975–1976,213.78,21.70,62.82,0.00,1.77,51.14,5.22,—,0.51,—,356.93,12.16,369.09
1976–1977,201.47,25.44,61.66,0.00,1.42,62.41,11.73,—,0.88,—,365.01,83.41,448.42
1977–1978,310.53,29.98,66.93,0.00,1.96,74.80,11.98,—,1.58,—,497.77,50.00,547.76
1978–1979,325.39,32.84,68.28,0.00,11.56,71.67,16.29,—,0.00,—,526.02,117.21,643.23
1979–1980,377.73,17.65,77.69,0.00,9.34,70.92,24.90,—,0.00,—,578.23,19.98,598.22
1980–1981,390.67,26.16,85.28,0.00,8.96,85.54,20.73,—,0.00,—,617.33,22.12,639.45
1981–1982,433.35,29.34,112.88,0.00,10.61,104.28,25.60,—,34.98,—,751.05,26.55,777.60
1982–1983,632.15,28.60,156.94,0.00,13.75,155.42,29.28,—,58.80,—,"1,074.94",40.58,"1,115.52"
1983–1984,639.97,34.17,157.03,0.00,18.39,137.26,31.82,—,63.36,—,"1,082.01",56.26,"1,138.27"
1984–1985,664.28,40.19,182.26,0.00,18.52,137.93,37.99,—,56.46,—,"1,137.62",60.14,"1,197.76"
1985–1986,786.48,43.73,179.55,0.00,20.57,134.51,42.37,—,62.18,—,"1,269.40",108.51,"1,377.91"
1986–1987,916.82,52.49,208.06,0.00,27.76,149.20,57.46,—,83.68,—,"1,495.46",285.84,"1,781.30"
1987–1988,"1,047.80",50.17,222.18,0.00,32.60,147.57,69.76,—,97.64,—,"1,667.73",307.07,"1,974.80"
1988–1989,"1,677.17",56.09,251.38,43.09,35.37,177.53,137.35,—,401.83,—,"2,779.80",133.25,"2,913.05"
1989–1990,"1,797.64",71.51,238.63,44.85,36.83,190.26,147.75,—,435.20,—,"2,962.67",142.40,"3,105.07"
1990–1991,"1,852.00",84.23,265.84,42.35,41.44,190.72,162.96,—,432.95,—,"3,072.49",128.04,"3,200.53"
1991–1992,"2,285.22",90.94,280.89,40.16,51.31,221.89,156.78,—,450.65,—,"3,577.84",75.56,"3,653.40"
1992–1993,"1,932.96",100.16,288.05,53.53,60.42,213.05,164.19,—,455.88,—,"3,268.25",97.06,"3,365.31"
1993–1994,"1,963.91",119.52,296.65,39.26,31.74,231.51,198.21,—,476.98,—,"3,357.78",94.85,"3,452.63"
1994–1995,"1,760.84",124.82,295.44,38.45,14.80,249.59,181.56,—,507.55,—,"3,173.04",83.01,"3,256.06"
1995–1996,"1,740.50",184.50,299.76,33.20,17.83,238.18,124.55,—,585.45,—,"3,223.97",103.61,"3,327.59"
1996–1997,"1,334.11",184.04,304.65,34.34,19.92,237.57,112.83,—,596.00,—,"2,823.45",81.89,"2,905.35"
1997–1998,"1,601.66",172.89,287.91,40.93,21.70,202.74,113.80,—,659.81,—,"3,101.44",143.99,"3,245.43"
1998–1999,"1,781.85",165.05,298.10,41.97,25.78,211.27,132.91,—,654.31,—,"3,311.25",182.20,"3,493.45"
1999–2000,"1,769.08",208.57,457.53,31.31,45.77,205.18,252.97,—,400.14,—,"3,370.54",194.09,"3,564.63"
2000–2001,"1,929.54",209.97,504.08,30.17,48.71,219.55,336.23,—,419.13,—,"3,697.38",167.41,"3,864.79"
2001–2002,"2,036.30",251.40,547.19,32.51,55.62,231.64,343.53,—,464.98,—,"3,963.15",357.58,"4,320.73"
2002–2003,"2,024.57",292.46,568.49,31.51,57.38,219.32,271.88,—,487.27,—,"3,952.88",535.61,"4,488.49"
2003–2004,"2,136.76",326.85,752.81,35.81,80.88,185.74,262.83,—,543.67,—,"4,325.35",260.13,"4,585.48"
2004–2005,"2,460.86",305.31,802.31,38.14,84.34,188.87,268.00,—,554.10,—,"4,701.95",264.34,"4,966.29"
2005–2006 ,"2,506.50",376.88,827.23,41.63,86.68,170.42,190.18,—,583.89,—,"4,783.41",202.79,"4,986.19"
2006–2007 ,"2,869.14",390.00,877.74,42.65,102.19,163.54,214.54,—,587.66,—,"5,247.46",130.39,"5,377.84"
2007–2008,"3,277.68",408.44,946.09,49.61,115.61,174.75,240.48,—,630.41,—,"5,843.08",140.92,"5,984.00"
2008–2009 ,"3,263.88",444.02,998.10,58.65,119.43,192.22,168.07,—,766.82,—,"6,011.18",461.73,"6,472.92"
2009–2010,"3,422.24",535.47,"1,092.74",64.92,127.06,177.28,170.71,—,696.15,—,"6,286.56",540.31,"6,826.87"
2010–2011 ,"3,747.58",900.60,427.15,56.48,151.56,839.56,454.69,—,711.42,—,"7,289.04",269.97,"7,559.01"
2011–2012,"3,980.18",964.36,415.85,58.20,148.22,792.52,457.22,—,823.20,—,"7,639.75",619.54,"8,259.29"
2012–2013 ,"4,548.21","1,017.29",360.60,46.90,160.96,598.75,442.97,120.66,753.33,—,"8,049.68",382.61,"8,432.29"
2013–2014,"4,825.04","1,088.26",359.56,55.05,145.43,657.56,513.92,133.38,771.19,—,"8,549.39","1,204.46","9,753.85"
2014–2015,"4,758.85","1,170.23",411.45,73.03,183.80,793.80,582.66,134.35,769.05,—,"8,877.21","1,306.68","10,183.90"
2015–2016,"4,995.49","1,208.03",411.85,71.72,199.47,826.20,600.77,146.52,829.54,—,"9,289.59","1,504.38","10,793.97"
2016–2017,"5,184.29","1,315.77",435.22,62.82,184.89,882.86,651.76,153.67,899.72,—,"9,771.00","2,396.41","12,167.41"
2017–2018,"5,004.71","1,418.37",391.76,78.25,208.78,901.80,575.33,158.88,961.85,—,"9,699.73","1,282.90","10,982.63"
2018–2019,"5,545.69","1,579.69",390.86,83.08,212.85,928.35,425.32,147.35,977.62,—,"10,290.81","2,004.09","12,294.90"
2019–2020,"6,790.76","1,575.16",330.75,90.66,234.12,"1,034.36",421.58,233.71,962.61,0.00,"11,673.71",507.99,"12,181.70"
2020–2021,"6,760.81","1,782.55",392.96,67.97,195.91,372.00,496.01,186.09,970.43,"1,456.45","12,681.18",458.25,"13,139.43"
2021–2022,"7,031.99","1,939.31",324.42,64.15,222.89,411.22,519.69,117.88,892.85,"1,458.50","12,982.89",853.56,"13,836.45"
2022–2023,"7,645.64","2,051.21",546.55,83.81,216.73,"1,111.54",552.31,190.09,"1,061.17",—,"13,459.06",822.16,"14,281.22"
2023–2024 f,"7,818.36","2,101.12",602.35,73.97,208.31,"1,116.73",599.80,221.20,"1,234.86",—,"13,976.70",427.26,"14,403.95"
2024–2025 f,"7,827.20","2,483.58",631.57,67.35,206.30,"1,137.29",689.85,218.83,"1,221.61",—,"14,483.57","1,261.08","15,744.66"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,28.4,12.6,4.3,—,-12.3,7.2,26.3,—,-67.6,—,18.4,82.7,19.8
1976–1977,-5.8,17.2,-1.8,—,-19.9,22.0,124.8,—,73.6,—,2.3,586.0,21.5
1977–1978,54.1,17.9,8.5,—,38.4,19.9,2.1,—,80.4,—,36.4,-40.1,22.2
1978–1979,4.8,9.5,2.0,—,488.6,-4.2,36.0,—,-100.0,—,5.7,134.4,17.4
1979–1980,16.1,-46.2,13.8,—,-19.2,-1.0,52.9,—,—,—,9.9,-83.0,-7.0
1980–1981,3.4,48.2,9.8,—,-4.0,20.6,-16.8,—,—,—,6.8,10.7,6.9
1981–1982,10.9,12.2,32.4,—,18.4,21.9,23.5,—,—,—,21.7,20.1,21.6
1982–1983,45.9,-2.5,39.0,—,29.5,49.0,14.4,—,68.1,—,43.1,52.8,43.5
1983–1984,1.2,19.5,0.1,—,33.8,-11.7,8.7,—,7.8,—,0.7,38.6,2.0
1984–1985,3.8,17.6,16.1,—,0.7,0.5,19.4,—,-10.9,—,5.1,6.9,5.2
1985–1986,18.4,8.8,-1.5,—,11.0,-2.5,11.5,—,10.1,—,11.6,80.4,15.0
1986–1987,16.6,20.0,15.9,—,35.0,10.9,35.6,—,34.6,—,17.8,163.4,29.3
1987–1988,14.3,-4.4,6.8,—,17.4,-1.1,21.4,—,16.7,—,11.5,7.4,10.9
1988–1989,60.1,11.8,13.1,—,8.5,20.3,96.9,—,311.5,—,66.7,-56.6,47.5
1989–1990,7.2,27.5,-5.1,4.1,4.1,7.2,7.6,—,8.3,—,6.6,6.9,6.6
1990–1991,3.0,17.8,11.4,-5.6,12.5,0.2,10.3,—,-0.5,—,3.7,-10.1,3.1
1991–1992,23.4,8.0,5.7,-5.2,23.8,16.3,-3.8,—,4.1,—,16.4,-41.0,14.1
1992–1993,-15.4,10.1,2.5,33.3,17.8,-4.0,4.7,—,1.2,—,-8.7,28.5,-7.9
1993–1994,1.6,19.3,3.0,-26.7,-47.5,8.7,20.7,—,4.6,—,2.7,-2.3,2.6
1994–1995,-10.3,4.4,-0.4,-2.0,-53.4,7.8,-8.4,—,6.4,—,-5.5,-12.5,-5.7
1995–1996,-1.2,47.8,1.5,-13.7,20.5,-4.6,-31.4,—,15.3,—,1.6,24.8,2.2
1996–1997,-23.3,-0.2,1.6,3.4,11.7,-0.3,-9.4,—,1.8,—,-12.4,-21.0,-12.7
1997–1998,20.1,-6.1,-5.5,19.2,9.0,-14.7,0.9,—,10.7,—,9.8,75.8,11.7
1998–1999,11.3,-4.5,3.5,2.5,18.8,4.2,16.8,—,-0.8,—,6.8,26.5,7.6
1999–2000,-0.7,26.4,53.5,-25.4,77.5,-2.9,90.3,—,-38.8,—,1.8,6.5,2.0
2000–2001,9.1,0.7,10.2,-3.6,6.4,7.0,32.9,—,4.7,—,9.7,-13.7,8.4
2001–2002,5.5,19.7,8.6,7.7,14.2,5.5,2.2,—,10.9,—,7.2,113.6,11.8
2002–2003,-0.6,16.3,3.9,-3.1,3.2,-5.3,-20.9,—,4.8,—,-0.3,49.8,3.9
2003–2004,5.5,11.8,32.4,13.6,41.0,-15.3,-3.3,—,11.6,—,9.4,-51.4,2.2
2004–2005,15.2,-6.6,6.6,6.5,4.3,1.7,2.0,—,1.9,—,8.7,1.6,8.3
2005–2006 ,1.9,23.4,3.1,9.1,2.8,-9.8,-29.0,—,5.4,—,1.7,-23.3,0.4
2006–2007 ,14.5,3.5,6.1,2.4,17.9,-4.0,12.8,—,0.6,—,9.7,-35.7,7.9
2007–2008,14.2,4.7,7.8,16.3,13.1,6.9,12.1,—,7.3,—,11.4,8.1,11.3
2008–2009 ,-0.4,8.7,5.5,18.2,3.3,10.0,-30.1,—,21.6,—,2.9,227.6,8.2
2009–2010,4.9,20.6,9.5,10.7,6.4,-7.8,1.6,—,-9.2,—,4.6,17.0,5.5
2010–2011,9.5,68.2,-60.9,-13.0,19.3,373.6,166.4,—,2.2,—,15.9,-50.0,10.7
2011–2012,6.2,7.1,-2.6,3.1,-2.2,-5.6,0.6,—,15.7,—,4.8,129.5,9.3
2012–2013 ,14.3,5.5,-13.3,-19.4,8.6,-24.4,-3.1,—,-8.5,—,5.4,-38.2,2.1
2013–2014,6.1,7.0,-0.3,17.4,-9.6,9.8,16.0,10.5,2.4,—,6.2,214.8,15.7
2014–2015,-1.4,7.5,14.4,32.6,26.4,20.7,13.4,0.7,-0.3,—,3.8,8.5,4.4
2015–2016,5.0,3.2,0.1,-1.8,8.5,4.1,3.1,9.1,7.9,—,4.6,15.1,6.0
2016–2017,3.8,8.9,5.7,-12.4,-7.3,6.9,8.5,4.9,8.5,—,5.2,59.3,12.7
2017–2018,-3.5,7.8,-10.0,24.6,12.9,2.1,-11.7,3.4,6.9,—,-0.7,-46.5,-9.7
2018–2019,10.8,11.4,-0.2,6.2,1.9,2.9,-26.1,-7.3,1.6,—,6.1,56.2,11.9
2019–2020,22.5,-0.3,-15.4,9.1,10.0,11.4,-0.9,58.6,-1.5,—,13.4,-74.7,-0.9
2020–2021,-0.4,13.2,18.8,-25.0,-16.3,-64.0,17.7,-20.4,0.8,—,8.6,-9.8,7.9
2021–2022,4.0,8.8,-17.4,-5.6,13.8,10.5,4.8,-36.7,-8.0,0.1,2.4,86.3,5.3
2022–2023,8.7,5.8,68.5,30.6,-2.8,170.3,6.3,61.3,18.9,—,3.7,-3.7,3.2
2023–2024 f,2.3,2.4,10.2,-11.7,-3.9,0.5,8.6,16.4,16.4,—,3.8,-48.0,0.9
2024–2025 f,0.1,18.2,4.9,-9.0,-1.0,1.8,15.0,-1.1,-1.1,—,3.6,195.2,9.3
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
