"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.7.1  Provincial government health expenditure by use of funds in millions of current dollars, Manitoba, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.7.3  Provincial government per capita health expenditure by use of funds in current dollars, Manitoba, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,183.56,40.75,58.74,4.32,2.76,6.99,6.99,—,5.25,—,309.36,0.09,309.45
1975–1976,227.42,52.60,64.30,5.06,6.26,12.87,8.73,—,9.46,—,386.70,0.36,387.06
1976–1977,255.56,66.97,72.53,6.17,7.65,22.60,8.88,—,11.05,—,451.40,0.32,451.72
1977–1978,274.95,73.53,77.01,7.68,8.28,25.49,9.29,—,12.37,—,488.61,0.05,488.66
1978–1979,274.23,79.40,90.62,8.75,10.12,26.51,9.25,—,11.02,—,509.90,1.16,511.06
1979–1980,301.81,87.52,102.68,10.12,10.78,25.42,9.36,—,13.10,—,560.78,2.67,563.46
1980–1981,355.09,100.48,113.13,12.13,12.82,30.22,10.03,—,16.46,—,650.37,3.54,653.92
1981–1982,430.99,121.08,138.96,13.56,15.90,35.56,10.30,—,19.62,—,785.98,3.16,789.14
1982–1983,484.59,142.53,152.06,16.73,19.94,31.07,13.22,—,24.62,—,884.76,17.55,902.31
1983–1984,525.39,159.37,160.62,17.41,24.21,33.89,14.27,—,27.00,—,962.16,20.90,983.06
1984–1985,562.57,165.54,166.89,18.50,28.25,35.00,15.77,—,30.04,—,"1,022.56",19.99,"1,042.55"
1985–1986,593.07,174.97,176.40,18.76,30.55,39.25,16.31,—,35.75,—,"1,085.06",23.88,"1,108.94"
1986–1987,635.56,174.34,193.13,19.48,32.09,43.17,17.34,—,42.09,—,"1,157.19",25.07,"1,182.26"
1987–1988,677.24,185.72,204.70,18.64,40.66,45.49,17.03,—,45.06,—,"1,234.53",30.35,"1,264.88"
1988–1989,722.00,202.79,207.06,19.30,44.00,49.06,17.92,—,49.19,—,"1,311.32",40.42,"1,351.74"
1989–1990,763.49,217.49,223.80,19.42,40.41,57.56,21.22,—,79.53,—,"1,422.92",52.07,"1,474.99"
1990–1991,823.47,238.25,229.23,14.99,45.08,63.72,29.15,—,87.36,—,"1,531.26",73.85,"1,605.11"
1991–1992,806.34,241.01,258.46,15.84,51.65,63.21,18.19,—,87.90,—,"1,542.61",71.33,"1,613.94"
1992–1993,874.79,259.57,255.84,18.42,64.44,66.16,18.35,—,83.30,—,"1,640.86",58.14,"1,699.00"
1993–1994,852.00,250.13,256.68,17.84,59.75,64.53,24.12,—,85.63,—,"1,610.69",41.48,"1,652.17"
1994–1995,862.90,258.31,245.98,17.54,52.70,77.33,21.77,—,91.11,—,"1,627.65",33.90,"1,661.54"
1995–1996,862.51,262.75,240.18,18.61,76.47,76.78,21.41,—,106.28,—,"1,664.98",32.46,"1,697.44"
1996–1997,799.24,265.17,297.24,14.75,61.30,79.46,22.10,—,120.12,—,"1,659.38",40.56,"1,699.94"
1997–1998,808.96,263.62,311.02,14.61,66.13,75.18,23.29,—,131.81,—,"1,694.62",55.42,"1,750.04"
1998–1999,863.92,273.54,343.63,14.83,78.62,82.71,26.65,—,140.33,—,"1,824.22",68.97,"1,893.19"
1999–2000,884.82,323.66,380.17,15.80,97.03,130.04,52.32,—,162.17,—,"2,046.01",108.75,"2,154.76"
2000–2001,945.43,362.37,416.38,16.03,119.82,146.56,31.71,—,182.17,—,"2,220.48",111.31,"2,331.79"
2001–2002,"1,009.45",393.44,445.72,18.41,146.33,133.44,32.20,—,189.54,—,"2,368.53",93.80,"2,462.33"
2002–2003,"1,075.91",413.03,466.41,14.53,169.90,129.76,38.86,—,203.23,—,"2,511.62",99.72,"2,611.34"
2003–2004,"1,126.91",430.02,501.50,15.43,192.82,162.65,42.31,—,203.86,—,"2,675.51",134.20,"2,809.70"
2004–2005,"1,192.90",447.33,534.12,15.68,202.48,177.58,42.28,—,221.15,—,"2,833.51",145.37,"2,978.89"
2005–2006 ,"1,253.25",478.76,575.90,17.63,214.92,197.49,37.50,—,237.51,—,"3,012.96",168.68,"3,181.64"
2006–2007 ,"1,347.47",490.07,615.03,17.59,221.71,207.64,39.05,—,246.28,—,"3,184.84",160.10,"3,344.94"
2007–2008,"1,462.56",518.20,632.66,19.14,230.51,219.28,35.61,—,274.49,—,"3,392.45",117.81,"3,510.25"
2008–2009 ,"1,602.97",557.84,685.68,19.45,234.41,242.02,35.62,—,293.13,—,"3,671.12",95.37,"3,766.50"
2009–2010 ,"1,692.05",564.11,715.11,21.72,238.60,258.77,44.02,—,311.94,—,"3,846.32",176.85,"4,023.17"
2010–2011 ,"1,749.40",577.03,768.58,24.09,242.43,262.56,43.20,—,319.45,—,"3,986.74",160.86,"4,147.60"
2011–2012,"1,798.96",588.46,767.10,25.47,249.84,269.35,43.44,—,334.67,—,"4,077.29",198.24,"4,275.53"
2012–2013 ,"1,805.42",629.14,806.68,24.51,241.94,278.12,45.78,285.42,96.60,—,"4,213.61",274.91,"4,488.52"
2013–2014 ,"1,829.91",647.29,875.80,26.51,236.16,288.11,43.30,291.09,100.79,—,"4,338.98",264.25,"4,603.23"
2014–2015,"1,792.53",682.03,919.39,29.43,238.19,309.07,37.30,293.88,110.71,—,"4,412.52",125.21,"4,537.73"
2015–2016,"1,887.45",686.24,952.74,29.63,254.71,346.40,35.35,297.87,125.69,—,"4,616.08",147.79,"4,763.87"
2016–2017,"1,885.59",697.51,998.07,30.83,253.89,334.87,33.00,300.27,122.99,—,"4,657.01",48.99,"4,705.99"
2017–2018,"1,897.27",700.74,954.41,28.09,257.70,341.58,32.33,312.03,136.91,—,"4,661.05",99.15,"4,760.21"
2018–2019,"1,869.86",708.44,"1,007.02",28.17,253.72,340.05,31.77,312.03,139.30,—,"4,690.35",66.67,"4,757.02"
2019–2020,"1,854.08",711.87,"1,034.13",28.36,261.61,355.34,29.97,309.36,150.80,0.00,"4,735.52",111.47,"4,846.99"
2020–2021,"1,819.14",727.46,990.44,22.92,263.10,413.66,27.89,300.38,149.67,514.96,"5,229.62",112.85,"5,342.46"
2021–2022,"1,931.32",730.52,"1,005.55",26.13,287.28,417.12,26.90,321.23,153.81,424.84,"5,324.70",114.38,"5,439.08"
2022–2023,"2,280.70",776.03,"1,057.69",27.53,307.72,464.34,26.60,293.95,147.13,—,"5,381.68",219.30,"5,600.98"
2023–2024 f,"2,044.10",852.64,"1,039.99",28.51,354.78,429.51,30.68,304.24,171.78,—,"5,256.22",206.41,"5,462.63"
2024–2025 f,"2,250.55",867.20,"1,274.73",28.25,355.35,433.77,28.58,313.36,187.05,—,"5,738.84",220.53,"5,959.37"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,23.9,29.1,9.5,17.0,126.5,84.3,25.0,—,80.3,—,25.0,319.8,25.1
1976–1977,12.4,27.3,12.8,22.0,22.3,75.6,1.6,—,16.7,—,16.7,-11.6,16.7
1977–1978,7.6,9.8,6.2,24.5,8.2,12.8,4.6,—,12.0,—,8.2,-83.5,8.2
1978–1979,-0.3,8.0,17.7,13.9,22.2,4.0,-0.4,—,-10.9,—,4.4,"2,090.8",4.6
1979–1980,10.1,10.2,13.3,15.7,6.5,-4.1,1.2,—,18.8,—,10.0,130.5,10.3
1980–1981,17.7,14.8,10.2,19.8,18.9,18.9,7.2,—,25.7,—,16.0,32.5,16.1
1981–1982,21.4,20.5,22.8,11.8,24.1,17.6,2.7,—,19.2,—,20.9,-10.8,20.7
1982–1983,12.4,17.7,9.4,23.4,25.4,-12.6,28.3,—,25.5,—,12.6,454.9,14.3
1983–1984,8.4,11.8,5.6,4.1,21.4,9.1,8.0,—,9.7,—,8.7,19.1,8.9
1984–1985,7.1,3.9,3.9,6.3,16.7,3.3,10.5,—,11.2,—,6.3,-4.4,6.1
1985–1986,5.4,5.7,5.7,1.4,8.1,12.2,3.4,—,19.0,—,6.1,19.5,6.4
1986–1987,7.2,-0.4,9.5,3.9,5.0,10.0,6.3,—,17.7,—,6.6,5.0,6.6
1987–1988,6.6,6.5,6.0,-4.3,26.7,5.4,-1.8,—,7.0,—,6.7,21.1,7.0
1988–1989,6.6,9.2,1.2,3.5,8.2,7.9,5.3,—,9.2,—,6.2,33.2,6.9
1989–1990,5.7,7.2,8.1,0.6,-8.1,17.3,18.4,—,61.7,—,8.5,28.8,9.1
1990–1991,7.9,9.5,2.4,-22.8,11.5,10.7,37.4,—,9.9,—,7.6,41.8,8.8
1991–1992,-2.1,1.2,12.8,5.6,14.6,-0.8,-37.6,—,0.6,—,0.7,-3.4,0.6
1992–1993,8.5,7.7,-1.0,16.3,24.8,4.7,0.9,—,-5.2,—,6.4,-18.5,5.3
1993–1994,-2.6,-3.6,0.3,-3.2,-7.3,-2.5,31.5,—,2.8,—,-1.8,-28.7,-2.8
1994–1995,1.3,3.3,-4.2,-1.7,-11.8,19.8,-9.7,—,6.4,—,1.1,-18.3,0.6
1995–1996,0.0,1.7,-2.4,6.1,45.1,-0.7,-1.7,—,16.6,—,2.3,-4.2,2.2
1996–1997,-7.3,0.9,23.8,-20.8,-19.8,3.5,3.2,—,13.0,—,-0.3,25.0,0.1
1997–1998,1.2,-0.6,4.6,-0.9,7.9,-5.4,5.4,—,9.7,—,2.1,36.6,2.9
1998–1999,6.8,3.8,10.5,1.5,18.9,10.0,14.4,—,6.5,—,7.6,24.4,8.2
1999–2000,2.4,18.3,10.6,6.5,23.4,57.2,96.3,—,15.6,—,12.2,57.7,13.8
2000–2001,6.9,12.0,9.5,1.5,23.5,12.7,-39.4,—,12.3,—,8.5,2.4,8.2
2001–2002,6.8,8.6,7.0,14.9,22.1,-8.9,1.5,—,4.0,—,6.7,-15.7,5.6
2002–2003,6.6,5.0,4.6,-21.1,16.1,-2.8,20.7,—,7.2,—,6.0,6.3,6.1
2003–2004,4.7,4.1,7.5,6.2,13.5,25.4,8.9,—,0.3,—,6.5,34.6,7.6
2004–2005,5.9,4.0,6.5,1.6,5.0,9.2,-0.1,—,8.5,—,5.9,8.3,6.0
2005–2006 ,5.1,7.0,7.8,12.5,6.1,11.2,-11.3,—,7.4,—,6.3,16.0,6.8
2006–2007 ,7.5,2.4,6.8,-0.3,3.2,5.1,4.1,—,3.7,—,5.7,-5.1,5.1
2007–2008,8.5,5.7,2.9,8.8,4.0,5.6,-8.8,—,11.5,—,6.5,-26.4,4.9
2008–2009 ,9.6,7.7,8.4,1.6,1.7,10.4,0.0,—,6.8,—,8.2,-19.0,7.3
2009–2010,5.6,1.1,4.3,11.7,1.8,6.9,23.6,—,6.4,—,4.8,85.4,6.8
2010–2011 ,3.4,2.3,7.5,10.9,1.6,1.5,-1.9,—,2.4,—,3.7,-9.0,3.1
2011–2012,2.8,2.0,-0.2,5.7,3.1,2.6,0.5,—,4.8,—,2.3,23.2,3.1
2012–2013 ,0.4,6.9,5.2,-3.8,-3.2,3.3,5.4,—,-71.1,—,3.3,38.7,5.0
2013–2014 ,1.4,2.9,8.6,8.2,-2.4,3.6,-5.4,2.0,4.3,—,3.0,-3.9,2.6
2014–2015,-2.0,5.4,5.0,11.0,0.9,7.3,-13.9,1.0,9.9,—,1.7,-52.6,-1.4
2015–2016,5.3,0.6,3.6,0.7,6.9,12.1,-5.2,1.4,13.5,—,4.6,18.0,5.0
2016–2017,-0.1,1.6,4.8,4.0,-0.3,-3.3,-6.6,0.8,-2.2,—,0.9,-66.9,-1.2
2017–2018,0.6,0.5,-4.4,-8.9,1.5,2.0,-2.0,3.9,11.3,—,0.1,102.4,1.2
2018–2019,-1.4,1.1,5.5,0.3,-1.5,-0.4,-1.8,0.0,1.7,—,0.6,-32.8,-0.1
2019–2020,-0.8,0.5,2.7,0.7,3.1,4.5,-5.7,-0.9,8.3,—,1.0,67.2,1.9
2020–2021,-1.9,2.2,-4.2,-19.2,0.6,16.4,-7.0,-2.9,-0.7,—,10.4,1.2,10.2
2021–2022,6.2,0.4,1.5,14.0,9.2,0.8,-3.5,6.9,2.8,-17.5,1.8,1.4,1.8
2022–2023,18.1,6.2,5.2,5.4,7.1,11.3,-1.1,-8.5,-4.3,—,1.1,91.7,3.0
2023–2024 f,-10.4,9.9,-1.7,3.5,15.3,-7.5,15.3,3.5,16.8,—,-2.3,-5.9,-2.5
2024–2025 f,10.1,1.7,22.6,-0.9,0.2,1.0,-6.8,3.0,8.9,—,9.2,6.8,9.1
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
