"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.3.1  Provincial government health expenditure by use of funds in millions of current dollars, Nova Scotia, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.3.3  Provincial government per capita health expenditure by use of funds in current dollars, Nova Scotia, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,169.44,9.14,55.59,3.44,3.37,15.39,7.57,—,1.44,—,265.39,12.34,277.73
1975–1976,206.28,12.77,66.92,5.06,8.84,9.42,9.14,—,2.21,—,320.64,16.34,336.98
1976–1977,234.25,17.18,72.40,5.51,10.67,10.37,9.28,—,2.26,—,361.91,8.52,370.43
1977–1978,246.25,27.73,78.37,6.42,12.68,11.49,9.13,—,2.95,—,395.03,11.93,406.96
1978–1979,268.43,32.29,84.99,8.11,14.91,14.73,6.39,—,3.59,—,433.45,14.31,447.76
1979–1980,301.29,36.50,92.71,10.43,18.52,15.26,5.94,—,4.11,—,484.76,14.37,499.13
1980–1981,337.42,41.49,105.45,10.94,21.68,18.39,6.76,—,4.40,—,546.53,28.98,575.51
1981–1982,432.50,48.94,108.14,13.70,27.77,21.16,8.31,—,6.48,—,667.01,32.50,699.51
1982–1983,481.67,55.01,124.95,15.65,35.21,23.14,10.55,—,8.46,—,754.63,38.29,792.93
1983–1984,527.95,58.08,134.94,16.94,41.27,24.44,12.54,—,9.97,—,826.11,26.53,852.65
1984–1985,569.04,62.35,150.80,18.22,45.82,25.56,12.78,—,12.19,—,896.78,32.79,929.57
1985–1986,603.99,63.74,165.21,19.12,53.20,25.43,13.59,—,13.28,—,957.56,38.12,995.68
1986–1987,636.07,64.66,173.20,20.11,61.81,27.13,14.20,—,14.15,—,"1,011.34",30.25,"1,041.59"
1987–1988,673.06,67.35,187.12,20.99,72.27,31.67,14.78,—,15.52,—,"1,082.76",43.01,"1,125.77"
1988–1989,719.58,76.38,199.30,21.44,83.13,35.35,17.23,—,19.53,—,"1,171.93",46.73,"1,218.66"
1989–1990,775.77,95.98,204.12,21.31,93.32,39.37,17.18,—,23.54,—,"1,270.57",57.04,"1,327.61"
1990–1991,826.98,105.51,218.21,21.83,90.38,40.06,16.74,—,29.94,—,"1,349.65",55.25,"1,404.90"
1991–1992,882.04,114.75,228.56,18.69,90.78,44.51,19.04,—,30.61,—,"1,428.97",45.67,"1,474.64"
1992–1993,884.13,114.34,231.37,15.04,98.67,41.96,19.48,—,30.55,—,"1,435.54",40.32,"1,475.86"
1993–1994,783.07,115.92,285.70,13.11,94.76,39.04,20.52,—,22.33,—,"1,374.45",43.83,"1,418.28"
1994–1995,739.05,110.03,270.70,13.76,88.06,24.54,36.13,—,29.85,—,"1,312.12",51.08,"1,363.21"
1995–1996,749.24,152.53,265.09,13.47,91.02,29.11,24.61,—,44.97,—,"1,370.04",39.17,"1,409.21"
1996–1997,760.19,156.23,287.09,12.73,88.90,32.04,23.78,—,42.46,—,"1,403.44",21.06,"1,424.50"
1997–1998,986.82,170.94,316.54,10.13,94.53,50.94,19.43,—,66.04,—,"1,715.37",26.54,"1,741.91"
1998–1999,959.27,192.05,340.29,12.20,110.69,31.82,23.66,—,91.46,—,"1,761.45",26.60,"1,788.04"
1999–2000,999.37,224.34,371.37,11.94,120.91,37.75,21.00,—,83.44,—,"1,870.11",31.20,"1,901.31"
2000–2001,957.08,242.29,383.12,11.29,126.93,36.61,28.08,—,87.36,—,"1,872.77",48.29,"1,921.06"
2001–2002,993.62,264.06,393.00,11.64,141.50,38.12,29.75,—,101.39,—,"1,973.08",78.86,"2,051.94"
2002–2003,"1,095.84",280.20,421.21,9.72,153.53,49.02,33.63,—,102.04,—,"2,145.19",110.02,"2,255.21"
2003–2004,"1,183.89",307.88,474.57,9.12,170.82,39.50,35.60,—,111.55,—,"2,332.94",118.06,"2,451.00"
2004–2005,"1,217.21",346.71,530.08,9.70,184.27,37.72,36.94,—,120.62,—,"2,483.24",71.97,"2,555.22"
2005–2006 ,"1,320.46",403.79,564.01,10.39,202.76,49.43,46.38,—,121.19,—,"2,718.41",84.80,"2,803.21"
2006–2007 ,"1,463.69",445.63,599.61,10.64,216.34,116.92,50.24,—,137.68,—,"3,040.75",97.83,"3,138.58"
2007–2008,"1,542.98",476.26,621.24,11.14,223.34,133.60,57.52,—,151.80,—,"3,217.88",101.48,"3,319.36"
2008–2009 ,"1,624.00",488.88,649.40,11.99,239.84,134.94,61.31,—,157.22,—,"3,367.58",131.60,"3,499.18"
2009–2010 ,"1,720.62",532.52,671.46,12.26,266.11,145.56,55.64,—,149.13,—,"3,553.29",86.97,"3,640.25"
2010–2011 ,"1,770.31",612.51,746.21,13.86,276.04,162.61,56.52,—,289.86,—,"3,927.92",149.05,"4,076.97"
2011–2012,"1,779.01",649.26,775.25,13.74,286.31,113.88,58.78,—,307.29,—,"3,983.51",282.88,"4,266.39"
2012–2013 ,"1,815.73",683.48,797.66,14.97,279.60,118.29,59.65,235.69,122.88,—,"4,127.95",228.65,"4,356.61"
2013–2014 ,"1,903.87",713.78,809.79,16.07,287.86,99.46,55.54,257.20,127.97,—,"4,271.55",128.07,"4,399.62"
2014–2015,"1,971.35",746.96,857.17,18.32,282.78,101.99,53.99,286.69,134.21,—,"4,453.46",46.67,"4,500.12"
2015–2016,"1,979.90",751.46,855.99,19.79,293.30,73.70,85.48,304.51,139.31,—,"4,503.43",71.76,"4,575.20"
2016–2017,"1,987.09",742.81,853.96,19.87,290.29,75.49,49.22,300.54,152.67,—,"4,471.93",64.98,"4,536.91"
2017–2018,"2,048.53",740.51,878.20,19.85,302.21,76.24,53.42,302.43,163.53,—,"4,584.93",79.49,"4,664.42"
2018–2019,"2,077.07",743.38,892.68,20.68,308.41,79.09,56.60,311.35,164.01,—,"4,653.28",113.78,"4,767.06"
2019–2020,"2,167.60",755.27,921.56,20.33,320.72,74.92,54.30,324.61,162.83,9.45,"4,811.61",155.61,"4,967.21"
2020–2021,"2,277.94",767.69,959.45,17.39,326.07,75.91,54.76,328.39,155.85,291.48,"5,254.93",179.72,"5,434.66"
2021–2022,"2,243.26",865.97,988.78,19.87,322.23,216.26,55.65,357.83,174.31,327.45,"5,571.61",167.59,"5,739.21"
2022–2023,"2,603.47","1,086.79","1,014.21",16.57,319.46,259.59,62.26,427.98,180.61,—,"5,970.93",232.90,"6,203.83"
2023–2024 f,"3,073.22","1,044.24","1,072.70",25.32,318.49,194.49,70.15,447.03,205.23,—,"6,450.88",314.90,"6,765.78"
2024–2025 f,"3,280.42","1,090.11","1,157.85",30.59,340.07,133.81,76.21,433.35,207.00,—,"6,749.41",338.20,"7,087.62"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,21.7,39.7,20.4,46.9,162.2,-38.8,20.7,—,53.2,—,20.8,32.5,21.3
1976–1977,13.6,34.5,8.2,8.9,20.6,10.0,1.6,—,2.2,—,12.9,-47.8,9.9
1977–1978,5.1,61.4,8.2,16.6,18.8,10.9,-1.6,—,30.9,—,9.2,39.9,9.9
1978–1979,9.0,16.5,8.4,26.4,17.6,28.2,-30.0,—,21.5,—,9.7,20.0,10.0
1979–1980,12.2,13.0,9.1,28.5,24.3,3.6,-7.2,—,14.5,—,11.8,0.4,11.5
1980–1981,12.0,13.7,13.7,4.8,17.0,20.5,13.9,—,7.2,—,12.7,101.6,15.3
1981–1982,28.2,18.0,2.6,25.3,28.1,15.0,22.9,—,47.2,—,22.0,12.1,21.5
1982–1983,11.4,12.4,15.5,14.3,26.8,9.4,27.0,—,30.5,—,13.1,17.8,13.4
1983–1984,9.6,5.6,8.0,8.2,17.2,5.6,18.8,—,17.9,—,9.5,-30.7,7.5
1984–1985,7.8,7.4,11.8,7.6,11.0,4.6,1.9,—,22.3,—,8.6,23.6,9.0
1985–1986,6.1,2.2,9.6,4.9,16.1,-0.5,6.4,—,8.9,—,6.8,16.2,7.1
1986–1987,5.3,1.4,4.8,5.2,16.2,6.7,4.5,—,6.6,—,5.6,-20.6,4.6
1987–1988,5.8,4.2,8.0,4.4,16.9,16.7,4.0,—,9.7,—,7.1,42.2,8.1
1988–1989,6.9,13.4,6.5,2.2,15.0,11.6,16.6,—,25.8,—,8.2,8.6,8.3
1989–1990,7.8,25.7,2.4,-0.6,12.3,11.4,-0.3,—,20.5,—,8.4,22.1,8.9
1990–1991,6.6,9.9,6.9,2.4,-3.1,1.8,-2.6,—,27.2,—,6.2,-3.1,5.8
1991–1992,6.7,8.8,4.7,-14.4,0.4,11.1,13.8,—,2.2,—,5.9,-17.3,5.0
1992–1993,0.2,-0.4,1.2,-19.5,8.7,-5.7,2.3,—,-0.2,—,0.5,-11.7,0.1
1993–1994,-11.4,1.4,23.5,-12.9,-4.0,-7.0,5.3,—,-26.9,—,-4.3,8.7,-3.9
1994–1995,-5.6,-5.1,-5.2,5.0,-7.1,-37.1,76.1,—,33.7,—,-4.5,16.6,-3.9
1995–1996,1.4,38.6,-2.1,-2.1,3.4,18.6,-31.9,—,50.6,—,4.4,-23.3,3.4
1996–1997,1.5,2.4,8.3,-5.5,-2.3,10.1,-3.4,—,-5.6,—,2.4,-46.2,1.1
1997–1998,29.8,9.4,10.3,-20.4,6.3,59.0,-18.3,—,55.5,—,22.2,26.0,22.3
1998–1999,-2.8,12.3,7.5,20.4,17.1,-37.5,21.8,—,38.5,—,2.7,0.2,2.6
1999–2000,4.2,16.8,9.1,-2.1,9.2,18.6,-11.2,—,-8.8,—,6.2,17.3,6.3
2000–2001,-4.2,8.0,3.2,-5.5,5.0,-3.0,33.7,—,4.7,—,0.1,54.8,1.0
2001–2002,3.8,9.0,2.6,3.2,11.5,4.1,5.9,—,16.1,—,5.4,63.3,6.8
2002–2003,10.3,6.1,7.2,-16.5,8.5,28.6,13.0,—,0.6,—,8.7,39.5,9.9
2003–2004,8.0,9.9,12.7,-6.2,11.3,-19.4,5.9,—,9.3,—,8.8,7.3,8.7
2004–2005,2.8,12.6,11.7,6.4,7.9,-4.5,3.7,—,8.1,—,6.4,-39.0,4.3
2005–2006 ,8.5,16.5,6.4,7.1,10.0,31.0,25.6,—,0.5,—,9.5,17.8,9.7
2006–2007 ,10.8,10.4,6.3,2.4,6.7,136.5,8.3,—,13.6,—,11.9,15.4,12.0
2007--2008,5.4,6.9,3.6,4.7,3.2,14.3,14.5,—,10.3,—,5.8,3.7,5.8
2008–2009 ,5.3,2.6,4.5,7.6,7.4,1.0,6.6,—,3.6,—,4.7,29.7,5.4
2009–2010,5.9,8.9,3.4,2.3,11.0,7.9,-9.3,—,-5.1,—,5.5,-33.9,4.0
2010–2011 ,2.9,15.0,11.1,13.1,3.7,11.7,1.6,—,94.4,—,10.5,71.4,12.0
2011–2012,0.5,6.0,3.9,-0.9,3.7,-30.0,4.0,—,6.0,—,1.4,89.8,4.6
2012–2013,2.1,5.3,2.9,8.9,-2.3,3.9,1.5,—,-60.0,—,3.6,-19.2,2.1
2013–2014 ,4.9,4.4,1.5,7.4,3.0,-15.9,-6.9,9.1,4.1,—,3.5,-44.0,1.0
2014–2015,3.5,4.6,5.9,14.0,-1.8,2.5,-2.8,11.5,4.9,—,4.3,-63.6,2.3
2015–2016,0.4,0.6,-0.1,8.0,3.7,-27.7,58.3,6.2,3.8,—,1.1,53.8,1.7
2016–2017,0.4,-1.2,-0.2,0.4,-1.0,2.4,-42.4,-1.3,9.6,—,-0.7,-9.4,-0.8
2017–2018,3.1,-0.3,2.8,-0.1,4.1,1.0,8.5,0.6,7.1,—,2.5,22.3,2.8
2018–2019,1.4,0.4,1.6,4.2,2.1,3.7,6.0,2.9,0.3,—,1.5,43.1,2.2
2019–2020,4.4,1.6,3.2,-1.7,4.0,-5.3,-4.1,4.3,-0.7,—,3.4,36.8,4.2
2020–2021,5.1,1.6,4.1,-14.5,1.7,1.3,0.8,1.2,-4.3,"2,985.5",9.2,15.5,9.4
2021–2022,-1.5,12.8,3.1,14.3,-1.2,184.9,1.6,9.0,11.8,12.3,6.0,-6.7,5.6
2022–2023,16.1,25.5,2.6,-16.6,-0.9,20.0,11.9,19.6,3.6,—,7.2,39.0,8.1
2023–2024 f,18.0,-3.9,5.8,52.9,-0.3,-25.1,12.7,4.5,13.6,—,8.0,35.2,9.1
2024–2025 f,6.7,4.4,7.9,20.8,6.8,-31.2,8.6,-3.1,0.9,—,4.6,7.4,4.8
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
