"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.8.1  Provincial government health expenditure by use of funds in millions of current dollars, Saskatchewan, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.8.3  Provincial government per capita health expenditure by use of funds in current dollars, Saskatchewan, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,167.12,20.44,51.88,6.15,3.89,20.21,6.53,—,2.81,—,279.04,6.87,285.90
1975–1976,200.97,22.42,58.73,8.44,12.32,19.23,7.67,—,3.18,—,332.97,9.83,342.79
1976–1977,245.36,24.46,66.72,9.94,19.13,22.02,7.43,—,3.65,—,398.71,7.22,405.93
1977–1978,266.06,26.21,72.64,12.09,20.37,24.56,7.81,—,4.52,—,434.27,10.12,444.39
1978–1979,273.95,31.14,78.44,14.02,23.31,28.10,9.11,—,6.59,—,464.66,11.12,475.79
1979–1980,298.82,49.61,85.96,15.01,26.43,28.40,9.75,—,13.28,—,527.26,20.26,547.52
1980–1981,355.72,58.04,100.88,19.43,30.50,34.30,11.67,—,15.02,—,625.56,24.29,649.86
1981–1982,378.69,100.78,118.49,23.41,35.14,36.92,12.42,—,21.62,—,727.47,24.17,751.64
1982–1983,441.85,147.40,142.52,27.81,44.23,41.48,14.46,—,21.21,—,880.95,26.62,907.58
1983–1984,471.03,167.80,152.65,31.17,51.32,46.44,14.89,—,26.10,—,961.40,20.98,982.37
1984–1985,488.49,166.01,163.16,30.67,58.50,50.41,14.81,—,28.14,—,"1,000.19",15.49,"1,015.68"
1985–1986,505.60,175.84,173.59,32.71,68.36,49.36,14.07,—,33.97,—,"1,053.52",39.96,"1,093.48"
1986–1987,537.38,197.01,190.89,33.98,82.24,55.83,13.92,—,40.53,—,"1,151.77",68.92,"1,220.69"
1987–1988,538.55,208.61,195.93,33.31,60.23,60.16,15.07,—,41.09,—,"1,152.94",74.82,"1,227.76"
1988–1989,571.65,213.02,206.88,31.45,61.71,74.68,13.53,—,45.75,—,"1,218.67",119.77,"1,338.44"
1989–1990,635.80,233.54,236.44,33.52,77.38,77.53,19.36,—,51.59,—,"1,365.17",150.51,"1,515.68"
1990–1991,699.75,246.13,251.29,35.54,91.72,83.64,20.50,—,58.95,—,"1,487.52",157.66,"1,645.18"
1991–1992,716.62,256.27,265.43,39.40,93.90,86.66,19.18,—,66.72,—,"1,544.17",122.70,"1,666.88"
1992–1993,699.10,257.91,264.40,30.90,81.75,88.60,18.05,—,67.96,—,"1,508.66",104.23,"1,612.89"
1993–1994,677.01,253.05,245.45,20.97,49.34,97.55,19.06,—,76.81,—,"1,439.24",75.32,"1,514.56"
1994–1995,629.94,271.03,292.46,17.64,57.69,93.29,16.15,—,95.27,—,"1,473.47",80.20,"1,553.67"
1995–1996,612.25,263.49,290.65,17.41,64.60,135.90,14.19,—,101.75,—,"1,500.25",80.30,"1,580.55"
1996–1997,629.01,266.58,293.35,18.36,65.64,134.13,15.90,—,111.03,—,"1,533.99",93.02,"1,627.02"
1997–1998,641.39,272.89,321.41,19.28,68.86,138.74,15.62,—,134.12,—,"1,612.32",128.81,"1,741.13"
1998–1999,688.82,277.86,330.83,21.67,80.46,172.16,14.84,—,122.57,—,"1,709.21",142.64,"1,851.85"
1999–2000,767.95,303.42,353.66,29.54,90.37,148.71,17.73,—,139.44,—,"1,850.81",145.05,"1,995.86"
2000–2001,820.05,343.18,399.53,29.79,102.42,159.40,18.00,—,144.32,—,"2,016.68",113.94,"2,130.62"
2001–2002,895.10,349.10,432.63,30.93,130.13,170.96,18.58,—,162.82,—,"2,190.25",123.44,"2,313.70"
2002–2003,959.74,371.36,467.89,30.75,148.34,178.84,19.32,—,182.48,—,"2,358.72",96.55,"2,455.28"
2003–2004,978.36,407.92,490.58,31.44,166.24,239.23,18.21,—,176.95,—,"2,508.94",86.22,"2,595.16"
2004–2005,"1,058.10",426.21,540.36,32.90,183.04,262.19,19.83,—,215.16,—,"2,737.80",84.10,"2,821.90"
2005–2006 ,"1,149.94",462.72,594.68,34.37,203.66,306.77,16.97,—,220.41,—,"2,989.52",102.11,"3,091.63"
2006–2007 ,"1,250.60",500.00,629.35,35.44,219.37,287.43,23.31,—,218.10,—,"3,163.61",123.53,"3,287.14"
2007–2008,"1,309.44",528.98,638.22,35.23,274.94,362.12,25.16,—,224.47,—,"3,398.57",110.59,"3,509.16"
2008–2009 ,"1,403.68",548.02,675.07,36.25,282.06,337.04,25.38,—,236.03,—,"3,543.52",192.86,"3,736.38"
2009–2010,"1,483.52",566.79,706.58,39.72,293.96,351.34,25.74,—,245.75,—,"3,713.40",174.69,"3,888.09"
2010–2011 ,"1,621.02",619.85,769.51,30.15,303.49,346.72,25.11,—,265.81,—,"3,981.66",138.26,"4,119.93"
2011–2012,"1,627.09",589.56,833.94,30.91,293.53,405.12,44.72,—,290.93,—,"4,115.80",194.20,"4,310.00"
2012–2013 ,"1,687.44",628.55,833.79,31.70,278.30,349.39,41.83,247.54,155.12,—,"4,253.66",178.19,"4,431.86"
2013–2014 ,"1,708.21",678.34,903.73,31.33,285.13,362.19,42.70,259.02,159.52,—,"4,430.18",203.11,"4,633.29"
2014–2015,"1,731.69",668.33,915.86,41.28,281.69,371.59,42.62,265.67,159.75,—,"4,478.49",185.80,"4,664.30"
2015–2016,"1,732.75",678.94,958.94,45.72,282.70,372.73,35.80,285.45,169.94,—,"4,562.97",247.98,"4,810.95"
2016–2017,"1,753.25",691.71,993.07,46.62,278.64,372.31,31.19,287.75,168.64,—,"4,623.18",297.96,"4,921.15"
2017–2018,"1,772.31",695.79,999.16,48.30,279.93,376.61,28.68,296.30,169.08,—,"4,666.17",274.16,"4,940.33"
2018–2019,"1,797.42",673.52,985.87,48.60,289.10,381.45,32.37,312.77,172.78,—,"4,693.87",156.36,"4,850.24"
2019–2020,"1,882.98",712.74,"1,023.97",48.77,298.02,397.54,40.04,329.80,174.14,21.93,"4,929.92",199.72,"5,129.64"
2020–2021,"1,807.61",702.87,"1,034.39",41.87,306.71,497.29,33.21,327.07,175.27,329.94,"5,256.24",150.51,"5,406.75"
2021–2022,"1,970.91",700.86,"1,232.90",62.45,332.94,402.78,37.00,305.17,185.22,312.13,"5,542.36",138.71,"5,681.07"
2022–2023,"2,189.47",742.94,"1,248.09",65.22,336.73,402.55,37.00,324.11,221.51,—,"5,567.62",138.21,"5,705.83"
2023–2024 f,"2,297.98",738.83,"1,417.47",67.25,318.61,390.02,37.55,362.71,234.85,—,"5,865.28",287.37,"6,152.65"
2024–2025 f,"2,259.42",713.21,"1,402.48",66.05,336.97,385.11,40.77,401.67,246.07,—,"5,851.74",203.38,"6,055.12"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,20.3,9.7,13.2,37.1,217.0,-4.8,17.4,—,13.1,—,19.3,43.1,19.9
1976–1977,22.1,9.1,13.6,17.9,55.2,14.5,-3.2,—,14.5,—,19.7,-26.5,18.4
1977–1978,8.4,7.1,8.9,21.6,6.5,11.5,5.1,—,24.1,—,8.9,40.1,9.5
1978–1979,3.0,18.8,8.0,16.0,14.4,14.4,16.7,—,45.8,—,7.0,9.9,7.1
1979–1980,9.1,59.3,9.6,7.1,13.4,1.1,7.0,—,101.3,—,13.5,82.1,15.1
1980–1981,19.0,17.0,17.4,29.4,15.4,20.8,19.6,—,13.1,—,18.6,19.9,18.7
1981–1982,6.5,73.6,17.5,20.5,15.2,7.6,6.4,—,44.0,—,16.3,-0.5,15.7
1982–1983,16.7,46.3,20.3,18.8,25.8,12.3,16.4,—,-1.9,—,21.1,10.2,20.7
1983–1984,6.6,13.8,7.1,12.1,16.0,11.9,3.0,—,23.0,—,9.1,-21.2,8.2
1984–1985,3.7,-1.1,6.9,-1.6,14.0,8.5,-0.6,—,7.8,—,4.0,-26.2,3.4
1985–1986,3.5,5.9,6.4,6.7,16.8,-2.1,-5.0,—,20.7,—,5.3,158.0,7.7
1986–1987,6.3,12.0,10.0,3.9,20.3,13.1,-1.1,—,19.3,—,9.3,72.5,11.6
1987–1988,0.2,5.9,2.6,-2.0,-26.8,7.8,8.2,—,1.4,—,0.1,8.6,0.6
1988–1989,6.1,2.1,5.6,-5.6,2.4,24.1,-10.2,—,11.4,—,5.7,60.1,9.0
1989–1990,11.2,9.6,14.3,6.6,25.4,3.8,43.1,—,12.8,—,12.0,25.7,13.2
1990–1991,10.1,5.4,6.3,6.0,18.5,7.9,5.9,—,14.3,—,9.0,4.7,8.5
1991–1992,2.4,4.1,5.6,10.9,2.4,3.6,-6.4,—,13.2,—,3.8,-22.2,1.3
1992–1993,-2.4,0.6,-0.4,-21.6,-12.9,2.2,-5.9,—,1.9,—,-2.3,-15.1,-3.2
1993–1994,-3.2,-1.9,-7.2,-32.1,-39.6,10.1,5.6,—,13.0,—,-4.6,-27.7,-6.1
1994–1995,-7.0,7.1,19.2,-15.9,16.9,-4.4,-15.3,—,24.0,—,2.4,6.5,2.6
1995–1996,-2.8,-2.8,-0.6,-1.3,12.0,45.7,-12.1,—,6.8,—,1.8,0.1,1.7
1996–1997,2.7,1.2,0.9,5.4,1.6,-1.3,12.1,—,9.1,—,2.2,15.9,2.9
1997–1998,2.0,2.4,9.6,5.1,4.9,3.4,-1.8,—,20.8,—,5.1,38.5,7.0
1998–1999,7.4,1.8,2.9,12.4,16.9,24.1,-5.0,—,-8.6,—,6.0,10.7,6.4
1999–2000,11.5,9.2,6.9,36.3,12.3,-13.6,19.4,—,13.8,—,8.3,1.7,7.8
2000–2001,6.8,13.1,13.0,0.8,13.3,7.2,1.5,—,3.5,—,9.0,-21.4,6.8
2001–2002,9.2,1.7,8.3,3.8,27.1,7.3,3.3,—,12.8,—,8.6,8.3,8.6
2002–2003,7.2,6.4,8.2,-0.6,14.0,4.6,4.0,—,12.1,—,7.7,-21.8,6.1
2003–2004,1.9,9.8,4.8,2.2,12.1,33.8,-5.7,—,-3.0,—,6.4,-10.7,5.7
2004–2005,8.2,4.5,10.1,4.7,10.1,9.6,8.9,—,21.6,—,9.1,-2.5,8.7
2005–2006 ,8.7,8.6,10.1,4.5,11.3,17.0,-14.4,—,2.4,—,9.2,21.4,9.6
2006–2007 ,8.8,8.1,5.8,3.1,7.7,-6.3,37.4,—,-1.0,—,5.8,21.0,6.3
2007–2008,4.7,5.8,1.4,-0.6,25.3,26.0,7.9,—,2.9,—,7.4,-10.5,6.8
2008–2009 ,7.2,3.6,5.8,2.9,2.6,-6.9,0.9,—,5.1,—,4.3,74.4,6.5
2009–2010 ,5.7,3.4,4.7,9.6,4.2,4.2,1.4,—,4.1,—,4.8,-9.4,4.1
2010–2011 ,9.3,9.4,8.9,-24.1,3.2,-1.3,-2.5,—,8.2,—,7.2,-20.9,6.0
2011–2012,0.4,-4.9,8.4,2.5,-3.3,16.8,78.1,—,9.4,—,3.4,40.5,4.6
2012–2013 ,3.7,6.6,0.0,2.6,-5.2,-13.8,-6.5,—,-46.7,—,3.3,-8.2,2.8
2013–2014 ,1.2,7.9,8.4,-1.2,2.5,3.7,2.1,4.6,2.8,—,4.1,14.0,4.5
2014–2015,1.4,-1.5,1.3,31.7,-1.2,2.6,-0.2,2.6,0.1,—,1.1,-8.5,0.7
2015–2016,0.1,1.6,4.7,10.8,0.4,0.3,-16.0,7.4,6.4,—,1.9,33.5,3.1
2016–2017,1.2,1.9,3.6,2.0,-1.4,-0.1,-12.9,0.8,-0.8,—,1.3,20.2,2.3
2017–2018,1.1,0.6,0.6,3.6,0.5,1.2,-8.0,3.0,0.3,—,0.9,-8.0,0.4
2018–2019,1.4,-3.2,-1.3,0.6,3.3,1.3,12.9,5.6,2.2,—,0.6,-43.0,-1.8
2019–2020,4.8,5.8,3.9,0.3,3.1,4.2,23.7,5.4,0.8,—,5.0,27.7,5.8
2020–2021,-4.0,-1.4,1.0,-14.1,2.9,25.1,-17.0,-0.8,0.7,"1,404.4",6.6,-24.6,5.4
2021–2022,9.0,-0.3,19.2,49.2,8.5,-19.0,11.4,-6.7,5.7,-5.4,5.4,-7.8,5.1
2022–2023,11.1,6.0,1.2,4.4,1.1,-0.1,0.0,6.2,19.6,—,0.5,-0.4,0.4
2023–2024 f,5.0,-0.6,13.6,3.1,-5.4,-3.1,1.5,11.9,6.0,—,5.3,107.9,7.8
2024–2025 f,-1.7,-3.5,-1.1,-1.8,5.8,-1.3,8.6,10.7,4.8,—,-0.2,-29.2,-1.6
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
