"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.5.1  Provincial government health expenditure by use of funds in millions of current dollars, Quebec, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2019–2020,-0.4,2.1,-4.4,-0.3,2.3,1.3,2.3,6.7,1.7,—,0.4,-7.7,—
2020–2021,-17.1,-13.6,-34.9,-21.6,-16.3,-10.0,-12.8,-12.5,-20.8,"3,248.9",0.1,-1.0,—
2021–2022,1.8,11.6,12.6,12.5,-9.8,1.2,19.5,9.1,4.3,-20.8,0.3,-5.7,—
2022–2023,19.8,14.4,11.3,33.4,-0.8,66.1,24.6,24.1,11.1,—,-1.7,33.6,—
2023–2024 f,-3.4,-2.9,4.5,0.5,7.0,12.4,24.8,-0.3,-0.3,—,-0.1,1.2,—
2024–2025 f,-0.4,3.2,-3.3,4.2,-10.5,-0.3,-3.6,2.6,2.6,—,-0.3,4.9,—
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2015-2016, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.5.3  Provincial government per capita health expenditure by use of funds in current dollars, Quebec, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,194.35,23.87,69.75,3.64,5.22,13.64,12.00,—,2.35,—,324.82,15.85,340.67
1975–1976,240.40,34.00,76.94,5.06,7.44,18.25,15.67,—,3.26,—,401.02,18.16,419.18
1976–1977,271.18,47.36,86.66,6.30,8.15,22.22,18.70,—,4.57,—,465.13,15.23,480.36
1977–1978,275.70,59.57,94.95,8.15,11.08,24.66,20.57,—,5.73,—,500.41,17.90,518.31
1978–1979,330.19,68.27,106.45,10.24,14.63,17.64,15.12,—,7.70,—,570.25,15.10,585.35
1979–1980,356.74,76.96,119.03,16.08,16.92,20.65,16.10,—,10.07,—,632.57,15.40,647.97
1980–1981,402.71,87.06,135.12,19.88,20.17,22.63,17.03,—,12.76,—,717.36,11.06,728.42
1981–1982,461.08,109.17,144.46,21.97,23.27,24.25,18.98,—,15.46,—,818.63,11.16,829.80
1982–1983,558.33,127.75,147.38,18.16,22.83,27.52,21.32,—,9.68,—,932.97,26.94,959.91
1983–1984,581.08,137.00,172.97,19.86,27.00,33.84,22.87,—,11.71,—,"1,006.33",34.90,"1,041.24"
1984–1985,596.50,138.63,181.85,22.15,31.15,43.10,28.38,—,14.17,—,"1,055.93",37.45,"1,093.38"
1985–1986,613.87,144.65,198.25,22.18,39.68,51.36,32.10,—,19.92,—,"1,122.00",28.64,"1,150.64"
1986–1987,656.13,95.14,207.68,25.08,44.58,35.62,31.84,—,24.53,—,"1,120.60",27.89,"1,148.49"
1987–1988,714.50,102.79,221.17,25.08,50.77,38.86,33.51,—,26.74,—,"1,213.42",27.66,"1,241.07"
1988–1989,753.76,109.74,236.78,25.87,57.85,39.02,34.73,—,28.68,—,"1,286.43",45.18,"1,331.61"
1989–1990,799.11,118.68,249.61,26.22,64.84,40.10,36.62,—,31.64,—,"1,366.82",43.26,"1,410.08"
1990–1991,616.32,302.32,255.92,24.48,74.10,59.92,45.27,—,74.70,—,"1,453.02",47.50,"1,500.52"
1991–1992,658.22,320.30,271.93,28.79,88.84,59.81,42.20,—,104.18,—,"1,574.28",62.49,"1,636.76"
1992–1993,678.84,327.25,279.27,23.60,91.58,56.62,44.79,—,91.39,—,"1,593.34",58.24,"1,651.58"
1993–1994,689.91,330.24,288.13,22.14,96.61,49.54,46.19,—,77.23,—,"1,599.99",61.02,"1,661.00"
1994–1995,687.53,327.35,293.96,21.80,105.15,52.33,44.81,—,74.18,—,"1,607.11",69.82,"1,676.93"
1995–1996,697.14,326.89,307.56,20.77,114.10,50.23,31.85,—,72.43,—,"1,620.97",66.04,"1,687.01"
1996–1997,678.76,314.68,309.52,18.44,97.50,58.87,30.55,—,69.01,—,"1,577.34",59.96,"1,637.29"
1997–1998,729.61,325.28,303.46,18.59,96.00,54.02,31.66,—,67.46,—,"1,626.07",64.44,"1,690.51"
1998–1999,772.55,346.25,330.67,17.59,110.38,59.86,31.27,—,75.82,—,"1,744.41",83.92,"1,828.33"
1999–2000,764.85,335.79,342.12,18.30,130.95,60.25,33.75,—,77.54,—,"1,763.55",86.75,"1,850.30"
2000–2001,833.17,360.63,356.13,17.32,162.17,66.74,33.36,—,82.75,—,"1,912.27",93.67,"2,005.94"
2001–2002,864.88,375.00,376.60,17.72,182.82,91.03,35.48,—,88.62,—,"2,032.15",98.79,"2,130.94"
2002–2003,895.78,387.08,395.73,23.18,194.57,76.30,37.58,—,92.67,—,"2,102.89",107.28,"2,210.16"
2003–2004,949.76,402.92,415.74,18.21,208.25,83.60,40.72,—,100.20,—,"2,219.40",102.76,"2,322.17"
2004–2005,990.88,417.36,442.19,19.95,226.63,84.02,38.03,—,105.43,—,"2,324.49",123.51,"2,448.00"
2005–2006 ,"1,031.30",423.93,440.34,19.98,240.21,89.12,39.13,—,111.06,—,"2,395.07",151.15,"2,546.22"
2006–2007 ,"1,121.45",456.85,457.57,19.96,260.98,93.62,39.01,—,112.59,—,"2,562.03",177.92,"2,739.95"
2007–2008,"1,191.82",474.81,486.62,21.82,291.90,99.69,40.28,—,120.89,—,"2,727.82",158.62,"2,886.44"
2008–2009 ,"1,239.61",492.59,540.25,22.85,298.07,103.72,41.64,—,128.08,—,"2,866.81",183.67,"3,050.48"
2009–2010,"1,303.95",509.15,594.11,26.59,304.62,120.48,44.41,—,142.27,—,"3,045.58",203.15,"3,248.73"
2010–2011 ,"1,348.33",514.14,633.03,26.36,300.64,111.71,41.63,—,146.07,—,"3,121.90",209.17,"3,331.07"
2011–2012,"1,352.01",515.03,677.46,27.74,307.12,111.81,42.57,—,153.46,—,"3,187.20",260.10,"3,447.30"
2012–2013 ,"1,355.55",520.04,706.63,31.24,303.89,115.65,42.27,—,157.40,—,"3,232.68",261.44,"3,494.12"
2013–2014 ,"1,370.94",532.37,791.11,32.32,292.59,114.11,42.25,—,159.86,—,"3,335.54",308.97,"3,644.51"
2014–2015,"1,394.43",542.07,816.32,34.88,308.19,115.40,41.64,—,168.69,—,"3,421.61",259.41,"3,681.02"
2015–2016,"1,435.94",698.24,896.04,113.62,296.04,92.40,29.31,163.07,144.97,—,"3,869.64",243.88,"4,113.52"
2016–2017,"1,361.36",661.13,950.23,112.29,304.00,91.21,29.35,168.81,147.59,—,"3,825.97",174.27,"4,000.24"
2017–2018,"1,504.28",736.35,955.19,127.23,281.95,90.12,30.19,183.18,165.47,—,"4,073.96",170.29,"4,244.26"
2018–2019,"1,582.37",762.25,931.25,130.40,277.37,100.43,31.79,199.67,176.75,—,"4,192.28",243.09,"4,435.36"
2019–2020,"1,647.42",813.52,931.19,135.94,296.53,106.33,34.00,222.80,187.91,27.07,"4,402.71",234.54,"4,637.24"
2020–2021,"1,697.97",873.92,754.28,132.54,308.70,118.96,36.87,242.52,185.06,"1,127.47","5,478.30",288.73,"5,767.03"
2021–2022,"1,801.95","1,016.65",885.62,155.46,290.37,125.59,45.95,275.86,201.27,930.52,"5,729.25",283.86,"6,013.11"
2022–2023,"2,093.92","1,128.33",955.99,201.19,279.52,202.36,55.57,332.23,216.99,—,"5,466.11",367.88,"5,833.99"
2023–2024 f,"2,051.65","1,112.30","1,013.53",205.10,303.49,230.81,70.38,336.00,219.46,—,"5,542.72",377.65,"5,920.38"
2024–2025 f,"2,087.47","1,172.62","1,001.73",218.31,277.64,235.15,69.35,352.32,230.12,—,"5,644.71",404.94,"6,049.64"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,23.7,42.4,10.3,38.9,42.4,33.8,30.6,—,39.1,—,23.5,14.6,23.0
1976–1977,12.8,39.3,12.6,24.4,9.6,21.7,19.3,—,39.9,—,16.0,-16.1,14.6
1977–1978,1.7,25.8,9.6,29.4,35.8,11.0,10.0,—,25.5,—,7.6,17.5,7.9
1978–1979,19.8,14.6,12.1,25.7,32.1,-28.5,-26.5,—,34.5,—,14.0,-15.7,12.9
1979–1980,8.0,12.7,11.8,57.0,15.7,17.1,6.5,—,30.8,—,10.9,2.0,10.7
1980–1981,12.9,13.1,13.5,23.6,19.2,9.6,5.7,—,26.7,—,13.4,-28.2,12.4
1981–1982,14.5,25.4,6.9,10.5,15.3,7.1,11.5,—,21.1,—,14.1,1.0,13.9
1982–1983,21.1,17.0,2.0,-17.4,-1.9,13.5,12.3,—,-37.4,—,14.0,141.3,15.7
1983–1984,4.1,7.2,17.4,9.4,18.2,23.0,7.3,—,21.1,—,7.9,29.6,8.5
1984–1985,2.7,1.2,5.1,11.5,15.4,27.3,24.1,—,20.9,—,4.9,7.3,5.0
1985–1986,2.9,4.3,9.0,0.2,27.4,19.2,13.1,—,40.6,—,6.3,-23.5,5.2
1986–1987,6.9,-34.2,4.8,13.0,12.4,-30.6,-0.8,—,23.2,—,-0.1,-2.6,-0.2
1987–1988,8.9,8.0,6.5,0.0,13.9,9.1,5.2,—,9.0,—,8.3,-0.8,8.1
1988–1989,5.5,6.8,7.1,3.1,13.9,0.4,3.7,—,7.3,—,6.0,63.3,7.3
1989–1990,6.0,8.1,5.4,1.3,12.1,2.8,5.4,—,10.3,—,6.2,-4.2,5.9
1990–1991,-22.9,154.7,2.5,-6.6,14.3,49.4,23.6,—,136.1,—,6.3,9.8,6.4
1991–1992,6.8,5.9,6.3,17.6,19.9,-0.2,-6.8,—,39.5,—,8.3,31.5,9.1
1992–1993,3.1,2.2,2.7,-18.0,3.1,-5.3,6.1,—,-12.3,—,1.2,-6.8,0.9
1993–1994,1.6,0.9,3.2,-6.2,5.5,-12.5,3.1,—,-15.5,—,0.4,4.8,0.6
1994–1995,-0.3,-0.9,2.0,-1.6,8.8,5.6,-3.0,—,-3.9,—,0.4,14.4,1.0
1995–1996,1.4,-0.1,4.6,-4.7,8.5,-4.0,-28.9,—,-2.4,—,0.9,-5.4,0.6
1996–1997,-2.6,-3.7,0.6,-11.2,-14.5,17.2,-4.1,—,-4.7,—,-2.7,-9.2,-2.9
1997–1998,7.5,3.4,-2.0,0.8,-1.5,-8.2,3.6,—,-2.2,—,3.1,7.5,3.3
1998–1999,5.9,6.4,9.0,-5.4,15.0,10.8,-1.2,—,12.4,—,7.3,30.2,8.2
1999–2000,-1.0,-3.0,3.5,4.0,18.6,0.6,7.9,—,2.3,—,1.1,3.4,1.2
2000–2001,8.9,7.4,4.1,-5.3,23.8,10.8,-1.2,—,6.7,—,8.4,8.0,8.4
2001–2002,3.8,4.0,5.7,2.3,12.7,36.4,6.4,—,7.1,—,6.3,5.5,6.2
2002–2003,3.6,3.2,5.1,30.9,6.4,-16.2,5.9,—,4.6,—,3.5,8.6,3.7
2003–2004,6.0,4.1,5.1,-21.4,7.0,9.6,8.3,—,8.1,—,5.5,-4.2,5.1
2004–2005,4.3,3.6,6.4,9.5,8.8,0.5,-6.6,—,5.2,—,4.7,20.2,5.4
2005–2006 ,4.1,1.6,-0.4,0.1,6.0,6.1,2.9,—,5.3,—,3.0,22.4,4.0
2006–2007 ,8.7,7.8,3.9,-0.1,8.6,5.0,-0.3,—,1.4,—,7.0,17.7,7.6
2007–2008,6.3,3.9,6.3,9.3,11.8,6.5,3.3,—,7.4,—,6.5,-10.8,5.3
2008–2009,4.0,3.7,11.0,4.7,2.1,4.0,3.4,—,6.0,—,5.1,15.8,5.7
2009–2010,5.2,3.4,10.0,16.4,2.2,16.2,6.6,—,11.1,—,6.2,10.6,6.5
2010–2011 ,3.4,1.0,6.6,-0.9,-1.3,-7.3,-6.3,—,2.7,—,2.5,3.0,2.5
2011–2012,0.3,0.2,7.0,5.2,2.2,0.1,2.3,—,5.1,—,2.1,24.3,3.5
2012–2013,0.3,1.0,4.3,12.6,-1.1,3.4,-0.7,—,2.6,—,1.4,0.5,1.4
2013–2014 ,1.1,2.4,12.0,3.5,-3.7,-1.3,-0.1,—,1.6,—,3.2,18.2,4.3
2014–2015,1.7,1.8,3.2,7.9,5.3,1.1,-1.4,—,5.5,—,2.6,-16.0,1.0
2015–2016,3.0,28.8,9.8,225.8,-3.9,-19.9,-29.6,—,-14.1,—,13.1,-6.0,11.7
2016–2017,-5.2,-5.3,6.0,-1.2,2.7,-1.3,0.1,3.5,1.8,—,-1.1,-28.5,-2.8
2017–2018,10.5,11.4,0.5,13.3,-7.3,-1.2,2.9,8.5,12.1,—,6.5,-2.3,6.1
2018–2019,5.2,3.5,-2.5,2.5,-1.6,11.4,5.3,9.0,6.8,—,2.9,42.7,4.5
2019–2020,4.1,6.7,0.0,4.3,6.9,5.9,6.9,11.6,6.3,—,5.0,-3.5,4.6
2020–2021,3.1,7.4,-19.0,-2.5,4.1,11.9,8.5,8.9,-1.5,"4,064.8",24.4,23.1,24.4
2021–2022,6.1,16.3,17.4,17.3,-5.9,5.6,24.6,13.7,8.8,-17.5,4.6,-1.7,4.3
2022–2023,16.2,11.0,7.9,29.4,-3.7,61.1,20.9,20.4,7.8,—,-4.6,29.6,-3.0
2023–2024 f,-2.0,-1.4,6.0,1.9,8.6,14.1,26.7,1.1,1.1,—,1.4,2.7,1.5
2024–2025 f,1.7,5.4,-1.2,6.4,-8.5,1.9,-1.5,4.9,4.9,—,1.8,7.2,2.2
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2015-2016, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
