"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.2.1.1  Provincial/territorial government health expenditure by use of funds in millions of current dollars, Canada, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2013–2014 ,0.9,0.5,3.1,-8.8,-1.8,-7.2,-0.4,4.0,-0.2,—,0.6,-10.4,—
2014–2015,-0.9,0.9,1.0,-0.4,2.3,2.6,-1.3,2.7,2.8,—,0.5,-10.0,—
2015–2016,-2.6,4.0,-0.6,51.2,-0.4,-4.2,-6.1,17.0,-9.0,—,-0.1,1.1,—
2016–2017,-0.6,-1.0,2.3,0.5,-1.5,3.1,0.2,3.1,1.5,—,0.5,-9.6,—
2017–2018,0.5,1.6,-1.0,4.5,-1.4,-0.6,5.5,-0.8,5.3,—,0.2,-5.6,—
2018–2019,-0.1,0.5,-1.5,-0.2,-0.2,1.3,-3.5,2.8,0.0,—,-0.1,2.8,—
2019–2020,-1.2,0.6,-0.2,-0.3,-1.5,4.2,-4.6,2.7,-1.8,—,0.0,0.6,—
2020–2021,-10.7,-7.6,-19.1,-20.8,-9.7,-10.4,-21.8,-9.8,-18.8,"5,205.9",-0.4,10.6,—
2021–2022,-1.5,5.5,5.4,14.5,-2.8,2.3,2.6,2.0,2.8,-9.2,0.3,-6.3,—
2022–2023,11.8,13.3,5.1,17.8,2.0,40.6,22.7,11.3,12.4,—,-0.8,18.0,—
2023–2024 f,-1.1,1.5,2.4,1.7,0.6,-11.8,4.8,0.6,-0.2,—,-0.5,9.2,—
2024–2025 f,0.9,2.2,-2.3,-0.4,-5.5,3.5,0.6,2.1,0.9,—,0.2,-3.6,—
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
For 2012-2013 to 2014-2015, Quebec data is not included in the home and community care spending data and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.2.1.3  Provincial/territorial government per capita health expenditure by use of funds in current dollars, Canada, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,182.66,27.09,69.25,4.51,3.76,11.31,8.38,—,3.51,—,310.47,13.69,324.17
1975–1976,221.55,36.79,79.01,5.54,6.98,13.83,10.14,—,5.05,—,378.88,14.27,393.15
1976–1977,251.76,44.44,87.11,6.29,8.91,16.87,10.53,—,6.23,—,432.16,12.35,444.51
1977–1978,259.49,51.13,94.79,7.20,10.86,19.71,11.06,—,7.75,—,462.00,13.43,475.42
1978–1979,280.30,58.97,106.24,9.01,13.34,19.36,10.66,—,9.08,—,506.96,16.96,523.92
1979–1980,303.62,67.34,115.83,11.30,15.50,22.29,12.19,—,11.73,—,559.81,19.55,579.36
1980–1981,348.55,76.49,133.68,13.83,18.43,25.68,13.15,—,14.50,—,644.32,21.03,665.35
1981–1982,406.98,89.59,153.49,18.47,22.31,29.83,14.49,—,19.55,—,754.71,24.47,779.18
1982–1983,478.79,104.23,175.77,17.45,26.48,31.77,18.11,—,20.36,—,872.95,34.57,907.52
1983–1984,510.52,111.74,198.51,18.50,31.34,34.28,18.22,—,23.54,—,946.66,38.59,985.25
1984–1985,532.26,114.40,212.61,20.06,35.48,38.05,19.92,—,25.65,—,998.42,39.01,"1,037.44"
1985–1986,558.90,119.28,230.56,21.23,42.21,41.84,21.16,—,32.00,—,"1,067.18",41.22,"1,108.40"
1986–1987,603.20,111.48,254.33,23.32,49.24,40.59,21.64,—,38.80,—,"1,142.60",44.75,"1,187.35"
1987–1988,638.30,118.95,275.78,23.08,54.47,44.02,22.78,—,40.70,—,"1,218.09",40.20,"1,258.29"
1988–1989,678.30,129.81,292.76,24.17,60.96,46.37,23.15,—,48.95,—,"1,304.46",52.34,"1,356.80"
1989–1990,735.23,140.42,308.04,26.85,69.46,50.97,25.01,—,56.67,—,"1,412.64",55.64,"1,468.28"
1990–1991,712.51,194.59,328.01,27.12,78.83,56.99,29.54,—,73.62,—,"1,501.21",55.38,"1,556.59"
1991–1992,766.69,209.89,359.92,29.18,89.01,59.99,27.82,—,87.12,—,"1,629.62",53.75,"1,683.37"
1992–1993,778.31,219.33,354.16,27.86,97.45,66.15,28.08,—,89.40,—,"1,660.74",52.94,"1,713.68"
1993–1994,764.80,209.84,353.09,26.57,98.19,67.27,27.31,—,87.41,—,"1,634.49",53.18,"1,687.67"
1994–1995,736.85,213.27,358.67,25.68,97.94,75.05,27.96,—,90.92,—,"1,626.34",57.55,"1,683.89"
1995–1996,725.13,219.84,350.04,23.11,108.32,75.03,25.34,—,87.96,—,"1,614.76",55.61,"1,670.37"
1996–1997,726.11,219.06,353.96,22.96,101.42,81.57,24.82,—,86.31,—,"1,616.22",53.77,"1,669.99"
1997–1998,730.89,227.37,368.14,23.63,105.85,84.64,27.51,—,97.49,—,"1,665.52",56.82,"1,722.34"
1998–1999,777.23,237.39,382.83,22.83,117.69,98.96,28.75,—,103.11,—,"1,768.78",64.58,"1,833.36"
1999–2000,806.56,249.03,399.61,24.17,132.41,106.36,31.15,—,112.58,—,"1,861.89",85.60,"1,947.49"
2000–2001,880.16,267.94,422.69,24.68,154.51,114.37,31.30,—,119.77,—,"2,015.42",97.93,"2,113.35"
2001–2002,913.89,283.84,449.28,24.87,173.54,132.42,33.84,—,121.85,—,"2,133.53",105.60,"2,239.13"
2002–2003,978.88,296.56,473.17,23.14,190.11,129.23,37.97,—,132.13,—,"2,261.20",114.61,"2,375.82"
2003–2004,"1,037.39",311.25,506.18,22.79,205.29,158.59,40.27,—,134.24,—,"2,416.02",125.68,"2,541.70"
2004–2005,"1,102.84",335.45,529.86,23.28,223.63,151.26,40.38,—,134.24,—,"2,540.93",135.19,"2,676.12"
2005–2006 ,"1,141.72",340.87,563.52,19.48,239.56,191.28,43.34,—,146.62,—,"2,686.39",150.69,"2,837.09"
2006–2007 ,"1,218.15",356.02,602.21,22.07,254.12,196.94,44.49,—,157.82,—,"2,851.84",168.67,"3,020.50"
2007–2008,"1,284.23",370.46,644.50,24.43,266.48,215.36,45.90,—,172.65,—,"3,024.01",163.80,"3,187.81"
2008–2009 ,"1,361.75",384.76,701.48,27.25,278.23,224.55,41.69,—,189.84,—,"3,209.55",192.98,"3,402.52"
2009–2010 ,"1,418.77",404.48,746.66,29.99,297.69,219.98,40.32,—,203.94,—,"3,361.82",202.62,"3,564.45"
2010–2011 ,"1,494.31",420.16,792.53,31.17,294.73,229.86,40.96,—,215.73,—,"3,519.46",222.44,"3,741.90"
2011–2012,"1,495.64",448.55,833.09,33.12,301.13,234.43,39.56,—,225.37,—,"3,610.89",215.41,"3,826.30"
2012–2013 ,"1,522.65",455.87,846.02,35.98,296.49,232.62,39.67,182.25,137.32,—,"3,748.86",222.04,"3,970.91"
2013–2014 ,"1,556.16",464.38,883.39,33.23,294.89,218.75,40.03,191.98,138.90,—,"3,821.70",201.58,"4,023.28"
2014–2015,"1,569.15",477.00,907.96,33.69,307.11,228.33,40.19,200.59,145.36,—,"3,909.38",184.65,"4,094.03"
2015–2016,"1,595.04",517.67,941.21,53.15,319.07,228.21,39.36,244.90,138.04,—,"4,076.65",194.76,"4,271.41"
2016–2017,"1,592.66",514.93,967.60,53.67,315.94,236.52,39.65,253.77,140.74,—,"4,115.47",176.97,"4,292.45"
2017–2018,"1,646.04",538.04,985.41,57.71,320.64,241.86,43.03,258.85,152.50,—,"4,244.07",171.88,"4,415.95"
2018–2019,"1,686.88",554.44,995.89,59.07,328.19,251.35,42.57,272.92,156.46,—,"4,347.77",181.19,"4,528.96"
2019–2020,"1,715.52",574.62,"1,023.39",60.63,332.82,269.80,41.81,288.71,158.24,10.43,"4,475.97",187.76,"4,663.73"
2020–2021,"1,759.37",609.18,950.05,55.10,345.06,277.44,37.51,298.94,147.46,635.22,"5,115.34",238.33,"5,353.67"
2021–2022,"1,809.01",670.80,"1,045.49",65.89,350.40,296.47,40.17,318.46,158.25,602.31,"5,357.25",233.25,"5,590.50"
2022–2023,"2,025.54",760.75,"1,100.33",77.71,357.94,417.42,49.35,354.77,178.02,—,"5,321.83",275.64,"5,597.47"
2023–2024 f,"2,043.30",787.78,"1,148.73",80.64,367.24,375.54,52.76,364.12,181.14,—,"5,401.24",306.90,"5,708.15"
2024–2025 f,"2,145.93",838.16,"1,168.89",83.65,361.26,404.56,55.27,386.95,190.28,—,"5,634.93",308.18,"5,943.11"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,21.3,35.8,14.1,22.7,85.6,22.3,21.1,—,43.6,—,22.0,4.2,21.3
1976–1977,13.6,20.8,10.3,13.7,27.7,22.0,3.8,—,23.5,—,14.1,-13.5,13.1
1977–1978,3.1,15.0,8.8,14.4,21.9,16.8,5.0,—,24.4,—,6.9,8.7,7.0
1978–1979,8.0,15.3,12.1,25.1,22.8,-1.8,-3.7,—,17.1,—,9.7,26.3,10.2
1979–1980,8.3,14.2,9.0,25.5,16.2,15.1,14.4,—,29.2,—,10.4,15.3,10.6
1980–1981,14.8,13.6,15.4,22.4,18.9,15.2,7.9,—,23.6,—,15.1,7.6,14.8
1981–1982,16.8,17.1,14.8,33.5,21.1,16.2,10.2,—,34.9,—,17.1,16.4,17.1
1982–1983,17.6,16.3,14.5,-5.5,18.7,6.5,25.0,—,4.1,—,15.7,41.3,16.5
1983–1984,6.6,7.2,12.9,6.1,18.4,7.9,0.6,—,15.6,—,8.4,11.6,8.6
1984–1985,4.3,2.4,7.1,8.4,13.2,11.0,9.3,—,8.9,—,5.5,1.1,5.3
1985–1986,5.0,4.3,8.4,5.9,19.0,10.0,6.3,—,24.7,—,6.9,5.7,6.8
1986–1987,7.9,-6.5,10.3,9.9,16.7,-3.0,2.2,—,21.2,—,7.1,8.6,7.1
1987–1988,5.8,6.7,8.4,-1.0,10.6,8.5,5.3,—,4.9,—,6.6,-10.2,6.0
1988–1989,6.3,9.1,6.2,4.7,11.9,5.3,1.6,—,20.2,—,7.1,30.2,7.8
1989–1990,8.4,8.2,5.2,11.1,14.0,9.9,8.0,—,15.8,—,8.3,6.3,8.2
1990–1991,-3.1,38.6,6.5,1.0,13.5,11.8,18.1,—,29.9,—,6.3,-0.5,6.0
1991–1992,7.6,7.9,9.7,7.6,12.9,5.3,-5.8,—,18.3,—,8.6,-2.9,8.1
1992–1993,1.5,4.5,-1.6,-4.5,9.5,10.3,0.9,—,2.6,—,1.9,-1.5,1.8
1993–1994,-1.7,-4.3,-0.3,-4.6,0.8,1.7,-2.7,—,-2.2,—,-1.6,0.5,-1.5
1994–1995,-3.7,1.6,1.6,-3.3,-0.3,11.6,2.4,—,4.0,—,-0.5,8.2,-0.2
1995–1996,-1.6,3.1,-2.4,-10.0,10.6,0.0,-9.4,—,-3.3,—,-0.7,-3.4,-0.8
1996–1997,0.1,-0.4,1.1,-0.7,-6.4,8.7,-2.0,—,-1.9,—,0.1,-3.3,0.0
1997–1998,0.7,3.8,4.0,2.9,4.4,3.8,10.8,—,13.0,—,3.1,5.7,3.1
1998–1999,6.3,4.4,4.0,-3.4,11.2,16.9,4.5,—,5.8,—,6.2,13.7,6.4
1999–2000,3.8,4.9,4.4,5.9,12.5,7.5,8.4,—,9.2,—,5.3,32.5,6.2
2000–2001,9.1,7.6,5.8,2.1,16.7,7.5,0.5,—,6.4,—,8.2,14.4,8.5
2001–2002,3.8,5.9,6.3,0.8,12.3,15.8,8.1,—,1.7,—,5.9,7.8,6.0
2002–2003,7.1,4.5,5.3,-7.0,9.6,-2.4,12.2,—,8.4,—,6.0,8.5,6.1
2003–2004,6.0,5.0,7.0,-1.5,8.0,22.7,6.1,—,1.6,—,6.8,9.7,7.0
2004–2005,6.3,7.8,4.7,2.1,8.9,-4.6,0.3,—,0.0,—,5.2,7.6,5.3
2005–2006 ,3.5,1.6,6.4,-16.3,7.1,26.5,7.3,—,9.2,—,5.7,11.5,6.0
2006–2007 ,6.7,4.4,6.9,13.3,6.1,3.0,2.7,—,7.6,—,6.2,11.9,6.5
2007–2008,5.4,4.1,7.0,10.7,4.9,9.4,3.2,—,9.4,—,6.0,-2.9,5.5
2008–2009 ,6.0,3.9,8.8,11.5,4.4,4.3,-9.2,—,10.0,—,6.1,17.8,6.7
2009–2010,4.2,5.1,6.4,10.0,7.0,-2.0,-3.3,—,7.4,—,4.7,5.0,4.8
2010–2011 ,5.3,3.9,6.1,3.9,-1.0,4.5,1.6,—,5.8,—,4.7,9.8,5.0
2011–2012,0.1,6.8,5.1,6.3,2.2,2.0,-3.4,—,4.5,—,2.6,-3.2,2.3
2012–2013 ,1.8,1.6,1.6,8.6,-1.5,-0.8,0.3,—,-39.1,—,3.8,3.1,3.8
2013–2014 ,2.2,1.9,4.4,-7.6,-0.5,-6.0,0.9,5.3,1.2,—,1.9,-9.2,1.3
2014–2015,0.8,2.7,2.8,1.4,4.1,4.4,0.4,4.5,4.7,—,2.3,-8.4,1.8
2015–2016,1.7,8.5,3.7,57.7,3.9,-0.1,-2.1,22.1,-5.0,—,4.3,5.5,4.3
2016–2017,-0.1,-0.5,2.8,1.0,-1.0,3.6,0.7,3.6,2.0,—,1.0,-9.1,0.5
2017–2018,3.4,4.5,1.8,7.5,1.5,2.3,8.5,2.0,8.4,—,3.1,-2.9,2.9
2018–2019,2.5,3.0,1.1,2.4,2.4,3.9,-1.1,5.4,2.6,—,2.4,5.4,2.6
2019–2020,1.7,3.6,2.8,2.6,1.4,7.3,-1.8,5.8,1.1,—,2.9,3.6,3.0
2020–2021,2.6,6.0,-7.2,-9.1,3.7,2.8,-10.3,3.5,-6.8,"5,990.8",14.3,26.9,14.8
2021–2022,2.8,10.1,10.0,19.6,1.5,6.9,7.1,6.5,7.3,-5.2,4.7,-2.1,4.4
2022–2023,12.0,13.4,5.2,18.0,2.2,40.8,22.8,11.4,12.5,—,-0.7,18.2,0.1
2023–2024 f,0.9,3.6,4.4,3.8,2.6,-10.0,6.9,2.6,1.8,—,1.5,11.3,2.0
2024–2025 f,5.0,6.4,1.8,3.7,-1.6,7.7,4.8,6.3,5.0,—,4.3,0.4,4.1
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
For 2012-2013 to 2014-2015, Quebec data is not included in the home and community care spending data and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
