"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.1.1  Provincial government health expenditure by use of funds in millions of current dollars, Newfoundland and Labrador, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.1.3  Provincial government per capita health expenditure by use of funds in current dollars, Newfoundland and Labrador, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,164.24,20.39,41.63,3.50,5.23,9.59,3.73,—,7.72,—,256.01,60.61,316.62
1975–1976,211.08,27.14,48.30,4.69,6.19,10.85,4.53,—,9.75,—,322.53,48.50,371.03
1976–1977,222.01,41.25,54.83,5.38,6.11,12.13,4.93,—,11.72,—,358.35,37.10,395.45
1977–1978,249.16,50.18,56.58,5.82,6.65,8.86,4.98,—,13.22,—,395.46,23.21,418.67
1978–1979,283.74,55.68,59.06,7.80,7.92,12.91,5.33,—,14.08,—,446.52,20.35,466.87
1979–1980,328.88,68.47,66.48,8.14,9.19,15.19,5.99,—,15.56,—,517.91,21.31,539.22
1980–1981,370.56,72.73,79.59,9.33,13.03,17.16,6.91,—,18.42,—,587.74,16.36,604.09
1981–1982,437.25,81.93,89.72,12.78,16.11,22.48,8.00,—,21.47,—,689.73,21.36,711.09
1982–1983,490.55,103.16,106.16,16.30,20.24,25.23,11.17,—,27.40,—,800.22,32.42,832.64
1983–1984,535.56,113.36,116.30,16.48,23.95,25.26,10.45,—,28.11,—,869.47,41.18,910.64
1984–1985,542.65,113.43,129.69,15.98,27.54,24.45,9.23,—,30.02,—,893.00,33.73,926.72
1985–1986,565.46,122.86,135.21,16.39,32.31,28.12,11.36,—,30.09,—,941.79,43.99,985.79
1986–1987,620.86,137.02,148.41,15.50,38.87,29.21,12.85,—,33.10,—,"1,035.81",50.53,"1,086.33"
1987–1988,655.64,148.35,165.75,16.69,44.45,32.45,16.13,—,36.01,—,"1,115.47",54.41,"1,169.88"
1988–1989,716.37,161.06,184.05,17.61,50.57,35.45,16.77,—,40.59,—,"1,222.47",20.96,"1,243.43"
1989–1990,751.29,182.67,199.21,17.23,55.33,37.23,19.37,—,45.41,—,"1,307.76",21.87,"1,329.63"
1990–1991,839.53,204.54,219.33,18.21,63.22,41.38,20.28,—,49.47,—,"1,455.95",28.12,"1,484.07"
1991–1992,853.95,206.85,219.09,13.87,71.75,39.63,19.09,—,45.52,—,"1,469.76",23.90,"1,493.66"
1992–1993,890.96,182.63,227.27,11.74,76.97,39.92,21.82,—,41.63,—,"1,492.94",33.40,"1,526.35"
1993–1994,875.30,180.49,228.86,10.69,84.43,45.84,19.40,—,40.70,—,"1,485.71",34.85,"1,520.57"
1994–1995,916.98,184.40,237.35,10.85,92.98,50.98,21.05,—,42.33,—,"1,556.91",34.86,"1,591.77"
1995–1996,885.81,253.01,245.97,10.82,97.24,55.48,19.98,—,42.72,—,"1,611.03",31.70,"1,642.73"
1996–1997,830.26,326.31,251.47,9.59,97.54,66.76,20.60,—,41.62,—,"1,644.15",23.34,"1,667.49"
1997–1998,813.64,413.80,280.42,10.16,97.44,79.07,18.25,—,42.40,—,"1,755.19",33.24,"1,788.43"
1998–1999,960.07,423.64,298.74,10.89,105.87,100.66,21.08,—,41.85,—,"1,962.80",78.23,"2,041.03"
1999–2000,982.88,429.44,319.37,10.61,114.65,102.95,30.76,—,44.65,—,"2,035.31",206.95,"2,242.26"
2000–2001,"1,064.91",474.55,344.18,10.59,133.60,106.50,33.93,—,53.00,—,"2,221.26",174.42,"2,395.68"
2001–2002,"1,216.77",515.65,364.76,10.16,154.13,120.75,39.49,—,55.84,—,"2,477.55",135.31,"2,612.85"
2002–2003,"1,306.43",534.42,384.92,9.88,171.44,148.74,40.79,—,57.59,—,"2,654.21",121.01,"2,775.22"
2003–2004,"1,322.96",542.24,497.43,9.49,189.67,148.98,35.33,—,83.78,—,"2,829.87",98.37,"2,928.24"
2004–2005,"1,355.74",544.02,518.55,8.92,198.96,158.72,32.99,—,84.58,—,"2,902.47",83.00,"2,985.47"
2005–2006 ,"1,477.65",578.49,540.78,8.35,208.39,164.91,35.15,—,59.47,—,"3,073.19",68.23,"3,141.41"
2006–2007 ,"1,649.13",588.92,560.94,8.54,212.61,141.03,36.81,—,71.28,—,"3,269.27",129.07,"3,398.34"
2007–2008,"1,738.15",627.52,583.17,11.61,234.71,137.05,43.42,—,81.39,—,"3,457.02",189.71,"3,646.73"
2008–2009 ,"1,847.87",698.56,617.22,13.80,239.83,154.11,60.80,—,185.27,—,"3,817.46",167.50,"3,984.96"
2009–2010,"2,039.33",710.00,647.50,13.48,251.54,169.00,62.96,—,213.16,—,"4,106.96",238.16,"4,345.12"
2010–2011 ,"2,143.85",727.37,802.79,15.41,263.43,161.12,57.81,—,337.11,—,"4,508.88",279.23,"4,788.12"
2011–2012,"2,215.56",739.19,817.88,19.89,282.14,177.92,67.64,—,358.78,—,"4,679.00",324.69,"5,003.69"
2012–2013 ,"2,217.94",734.90,835.84,55.64,294.53,190.59,46.76,416.62,301.35,—,"5,094.17",369.40,"5,463.57"
2013–2014 ,"2,226.12",733.13,866.79,22.79,278.37,194.91,44.64,427.07,300.50,—,"5,094.32",324.65,"5,418.97"
2014–2015,"2,282.15",786.88,869.12,26.99,274.22,203.50,32.90,451.91,309.15,—,"5,236.81",231.83,"5,468.65"
2015–2016,"2,343.72",828.65,883.43,29.49,288.85,220.26,33.38,518.12,330.30,—,"5,476.21",218.53,"5,694.73"
2016–2017,"2,399.48",849.61,870.25,27.84,277.05,226.82,31.98,552.79,335.58,—,"5,571.39",163.74,"5,735.14"
2017–2018,"2,368.33",862.35,946.34,27.04,286.17,229.86,32.92,552.24,367.06,—,"5,672.31",129.23,"5,801.53"
2018–2019,"2,458.51",917.53,944.33,27.11,286.78,237.13,34.82,594.86,368.94,—,"5,870.01",136.08,"6,006.09"
2019–2020,"2,412.45",886.41,919.08,22.73,295.38,238.34,33.78,639.27,413.85,0.00,"5,861.30",544.03,"6,405.34"
2020–2021,"2,199.69",830.37,867.18,14.78,301.43,147.33,37.62,660.06,463.08,246.23,"5,767.79",531.14,"6,298.93"
2021–2022,"2,626.18",945.94,919.30,15.98,319.76,123.49,37.81,686.11,482.62,230.71,"6,387.91",718.49,"7,106.40"
2022–2023,"2,721.54",989.75,"1,021.80",21.73,341.07,287.08,39.40,706.88,503.35,—,"6,632.60",769.92,"7,402.52"
2023–2024 f,"2,810.45","1,025.58","1,013.62",22.88,330.47,302.81,39.21,729.97,520.44,—,"6,795.44","1,065.22","7,860.66"
2024–2025 f,"3,409.89","1,253.63","1,018.31",24.96,340.00,364.29,41.81,885.66,624.30,—,"7,962.85",457.97,"8,420.83"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,28.5,33.1,16.0,34.2,18.2,13.2,21.5,—,26.4,—,26.0,-20.0,17.2
1976–1977,5.2,52.0,13.5,14.6,-1.2,11.7,8.8,—,20.2,—,11.1,-23.5,6.6
1977–1978,12.2,21.7,3.2,8.2,8.8,-26.9,1.2,—,12.8,—,10.4,-37.4,5.9
1978–1979,13.9,11.0,4.4,34.0,19.1,45.7,6.9,—,6.5,—,12.9,-12.3,11.5
1979–1980,15.9,23.0,12.6,4.4,16.1,17.6,12.5,—,10.5,—,16.0,4.7,15.5
1980–1981,12.7,6.2,19.7,14.7,41.7,13.0,15.3,—,18.4,—,13.5,-23.2,12.0
1981–1982,18.0,12.7,12.7,36.9,23.6,31.0,15.7,—,16.5,—,17.4,30.6,17.7
1982–1983,12.2,25.9,18.3,27.6,25.7,12.3,39.7,—,27.6,—,16.0,51.8,17.1
1983–1984,9.2,9.9,9.5,1.1,18.3,0.1,-6.5,—,2.6,—,8.7,27.0,9.4
1984–1985,1.3,0.1,11.5,-3.0,15.0,-3.2,-11.6,—,6.8,—,2.7,-18.1,1.8
1985–1986,4.2,8.3,4.3,2.6,17.3,15.0,23.0,—,0.2,—,5.5,30.4,6.4
1986–1987,9.8,11.5,9.8,-5.4,20.3,3.9,13.1,—,10.0,—,10.0,14.8,10.2
1987–1988,5.6,8.3,11.7,7.7,14.4,11.1,25.6,—,8.8,—,7.7,7.7,7.7
1988–1989,9.3,8.6,11.0,5.5,13.8,9.2,4.0,—,12.7,—,9.6,-61.5,6.3
1989–1990,4.9,13.4,8.2,-2.1,9.4,5.0,15.5,—,11.9,—,7.0,4.3,6.9
1990–1991,11.7,12.0,10.1,5.6,14.2,11.1,4.7,—,8.9,—,11.3,28.6,11.6
1991–1992,1.7,1.1,-0.1,-23.8,13.5,-4.2,-5.9,—,-8.0,—,0.9,-15.0,0.6
1992–1993,4.3,-11.7,3.7,-15.4,7.3,0.7,14.3,—,-8.6,—,1.6,39.7,2.2
1993–1994,-1.8,-1.2,0.7,-8.9,9.7,14.8,-11.1,—,-2.2,—,-0.5,4.3,-0.4
1994–1995,4.8,2.2,3.7,1.5,10.1,11.2,8.5,—,4.0,—,4.8,0.0,4.7
1995–1996,-3.4,37.2,3.6,-0.3,4.6,8.8,-5.1,—,0.9,—,3.5,-9.1,3.2
1996–1997,-6.3,29.0,2.2,-11.3,0.3,20.3,3.1,—,-2.6,—,2.1,-26.4,1.5
1997–1998,-2.0,26.8,11.5,5.9,-0.1,18.4,-11.4,—,1.9,—,6.8,42.4,7.3
1998–1999,18.0,2.4,6.5,7.1,8.6,27.3,15.5,—,-1.3,—,11.8,135.4,14.1
1999–2000,2.4,1.4,6.9,-2.6,8.3,2.3,45.9,—,6.7,—,3.7,164.5,9.9
2000–2001,8.3,10.5,7.8,-0.2,16.5,3.4,10.3,—,18.7,—,9.1,-15.7,6.8
2001–2002,14.3,8.7,6.0,-4.0,15.4,13.4,16.4,—,5.4,—,11.5,-22.4,9.1
2002–2003,7.4,3.6,5.5,-2.8,11.2,23.2,3.3,—,3.1,—,7.1,-10.6,6.2
2003–2004,1.3,1.5,29.2,-3.9,10.6,0.2,-13.4,—,45.5,—,6.6,-18.7,5.5
2004–2005,2.5,0.3,4.2,-6.0,4.9,6.5,-6.6,—,1.0,—,2.6,-15.6,2.0
2005–2006 ,9.0,6.3,4.3,-6.4,4.7,3.9,6.5,—,-29.7,—,5.9,-17.8,5.2
2006–2007 ,11.6,1.8,3.7,2.3,2.0,-14.5,4.7,—,19.8,—,6.4,89.2,8.2
2007–2008,5.4,6.6,4.0,35.9,10.4,-2.8,18.0,—,14.2,—,5.7,47.0,7.3
2008–2009 ,6.3,11.3,5.8,18.8,2.2,12.4,40.0,—,127.6,—,10.4,-11.7,9.3
2009–2010,10.4,1.6,4.9,-2.3,4.9,9.7,3.5,—,15.1,—,7.6,42.2,9.0
2010–2011 ,5.1,2.4,24.0,14.4,4.7,-4.7,-8.2,—,58.1,—,9.8,17.2,10.2
2011–2012,3.3,1.6,1.9,29.1,7.1,10.4,17.0,—,6.4,—,3.8,16.3,4.5
2012–2013 ,0.1,-0.6,2.2,179.7,4.4,7.1,-30.9,—,-16.0,—,8.9,13.8,9.2
2013–2014 ,0.4,-0.2,3.7,-59.0,-5.5,2.3,-4.5,2.5,-0.3,—,0.0,-12.1,-0.8
2014–2015,2.5,7.3,0.3,18.4,-1.5,4.4,-26.3,5.8,2.9,—,2.8,-28.6,0.9
2015–2016,2.7,5.3,1.6,9.3,5.3,8.2,1.5,14.7,6.8,—,4.6,-5.7,4.1
2016–2017,2.4,2.5,-1.5,-5.6,-4.1,3.0,-4.2,6.7,1.6,—,1.7,-25.1,0.7
2017–2018,-1.3,1.5,8.7,-2.9,3.3,1.3,2.9,-0.1,9.4,—,1.8,-21.1,1.2
2018–2019,3.8,6.4,-0.2,0.3,0.2,3.2,5.8,7.7,0.5,—,3.5,5.3,3.5
2019–2020,-1.9,-3.4,-2.7,-16.2,3.0,0.5,-3.0,7.5,12.2,—,-0.1,299.8,6.6
2020–2021,-8.8,-6.3,-5.6,-35.0,2.0,-38.2,11.4,3.3,11.9,—,-1.6,-2.4,-1.7
2021–2022,19.4,13.9,6.0,8.1,6.1,-16.2,0.5,3.9,4.2,-6.3,10.8,35.3,12.8
2022–2023,3.6,4.6,11.1,36.0,6.7,132.5,4.2,3.0,4.3,—,3.8,7.2,4.2
2023–2024 f,3.3,3.6,-0.8,5.3,-3.1,5.5,-0.5,3.3,3.4,—,2.5,38.4,6.2
2024–2025 f,21.3,22.2,0.5,9.1,2.9,20.3,6.6,21.3,20.0,—,17.2,-57.0,7.1
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
End of worksheet,,,,,,,,,,,,,
