"Data Table: Heart failure, Crude incidence rate, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Rate (per 100,000)","Standard Error","Lower 95%_CI","Upper 95%_CI","Rate CV (%)","Counts","Population",
"New Brunswick","Males","Total","40+","2009–2010","560","17.13","527","595","3.06","1070","191000",
"New Brunswick","Both sexes","Total","40+","2010–2011","558","11.76","535","581","2.11","2250","403265",
"New Brunswick","Females","Total","40+","2010–2011","539","16.07","508","572","2.98","1125","208680",
"New Brunswick","Males","Total","40+","2010–2011","578","17.24","545","613","2.98","1125","194585",
"New Brunswick","Both sexes","Total","40+","2011–2012","513","11.19","492","536","2.18","2105","410050",
"New Brunswick","Females","Total","40+","2011–2012","515","15.58","484","546","3.03","1090","211840",
"New Brunswick","Males","Total","40+","2011–2012","512","16.07","481","545","3.14","1015","198205",
"New Brunswick","Both sexes","Total","40+","2012–2013","526","11.26","504","548","2.14","2180","414640",
"New Brunswick","Females","Total","40+","2012–2013","524","15.64","493","555","2.99","1120","213935",
"New Brunswick","Males","Total","40+","2012–2013","528","16.22","497","561","3.07","1060","200705",
"New Brunswick","Both sexes","Total","40+","2013–2014","498","10.91","477","520","2.19","2085","418520",
"New Brunswick","Females","Total","40+","2013–2014","480","14.91","451","510","3.11","1035","215775",
"New Brunswick","Males","Total","40+","2013–2014","520","16.02","489","553","3.08","1055","202755",
"New Brunswick","Both sexes","Total","40+","2014–2015","561","11.50","538","584","2.05","2375","423625",
"New Brunswick","Females","Total","40+","2014–2015","535","15.64","505","567","2.92","1170","218650",
"New Brunswick","Males","Total","40+","2014–2015","590","16.97","557","625","2.87","1210","204985",
"New Brunswick","Both sexes","Total","40+","2015–2016","542","11.23","520","564","2.07","2330","429895",
"New Brunswick","Females","Total","40+","2015–2016","525","15.39","496","557","2.93","1165","221715",
"New Brunswick","Males","Total","40+","2015–2016","562","16.43","530","595","2.92","1170","208185",
"New Brunswick","Both sexes","Total","40+","2016–2017","541","11.14","519","563","2.06","2360","436170",
"New Brunswick","Females","Total","40+","2016–2017","516","15.14","486","546","2.94","1160","224930",
"New Brunswick","Males","Total","40+","2016–2017","570","16.43","539","604","2.88","1205","211245",
"New Brunswick","Both sexes","Total","40+","2017–2018","557","11.25","535","580","2.02","2455","440585",
"New Brunswick","Females","Total","40+","2017–2018","535","15.35","505","566","2.87","1215","227130",
"New Brunswick","Males","Total","40+","2017–2018","583","16.53","551","617","2.83","1245","213455",
"New Brunswick","Both sexes","Total","40+","2018–2019","557","11.19","536","580","2.01","2480","444845",
"New Brunswick","Females","Total","40+","2018–2019","521","15.09","492","552","2.89","1195","229160",
"New Brunswick","Males","Total","40+","2018–2019","596","16.62","564","629","2.79","1285","215685",
"New Brunswick","Both sexes","Total","40+","2019–2020","524","10.79","503","545","2.06","2355","449845",
"New Brunswick","Females","Total","40+","2019–2020","479","14.39","452","508","3.00","1110","231580",
"New Brunswick","Males","Total","40+","2019–2020","568","16.13","537","601","2.84","1240","218255",
"New Brunswick","Both sexes","Total","40+","2020–2021*","513","10.62","493","534","2.07","2335","454995",
"New Brunswick","Females","Total","40+","2020–2021*","459","14.00","432","487","3.05","1075","234240",
"New Brunswick","Males","Total","40+","2020–2021*","573","16.11","542","605","2.81","1265","220760",
"New Brunswick","Both sexes","Total","40+","2021–2022*","","","","","","","",
"New Brunswick","Females","Total","40+","2021–2022*","","","","","","","",
"New Brunswick","Males","Total","40+","2021–2022*","","","","","","","",
"New Brunswick","Both sexes","Total","40+","2022–2023*","","","","","","","",
"New Brunswick","Females","Total","40+","2022–2023*","","","","","","","",
"New Brunswick","Males","Total","40+","2022–2023*","","","","","","","",
"Quebec","Both sexes","Total","40+","2000–2001","659","4.37","650","667","0.66","22730","3451095",
"Quebec","Females","Total","40+","2000–2001","633","5.90","622","645","0.93","11515","1818580",
"Quebec","Males","Total","40+","2000–2001","687","6.49","674","700","0.94","11210","1632510",
"Quebec","Both sexes","Total","40+","2001–2002","621","4.20","613","629","0.68","21850","3519590",
"Quebec","Females","Total","40+","2001–2002","590","5.64","579","601","0.96","10920","1852030",
"Quebec","Males","Total","40+","2001–2002","655","6.27","643","668","0.96","10925","1667555",
"Quebec","Both sexes","Total","40+","2002–2003","574","4.00","566","582","0.70","20600","3587190",
"Quebec","Females","Total","40+","2002–2003","546","5.38","536","557","0.99","10300","1885680",
"Quebec","Males","Total","40+","2002–2003","606","5.97","594","617","0.99","10305","1701520",
"Quebec","Both sexes","Total","40+","2003–2004","572","3.95","564","579","0.69","20895","3655740",
"Quebec","Females","Total","40+","2003–2004","537","5.29","527","548","0.98","10310","1919480",
"Quebec","Males","Total","40+","2003–2004","610","5.93","598","622","0.97","10590","1736265",
"Quebec","Both sexes","Total","40+","2004–2005","554","3.86","547","562","0.70","20645","3723410",
"Quebec","Females","Total","40+","2004–2005","522","5.17","512","533","0.99","10200","1952650",
"Quebec","Males","Total","40+","2004–2005","590","5.77","579","601","0.98","10445","1770755",
"Quebec","Both sexes","Total","40+","2005–2006","521","3.71","513","528","0.71","19685","3780895",
"Quebec","Females","Total","40+","2005–2006","485","4.95","475","495","1.02","9605","1980950",
"Quebec","Males","Total","40+","2005–2006","560","5.58","549","571","1.00","10080","1799950",
"Quebec","Both sexes","Total","40+","2006–2007","492","3.58","485","499","0.73","18880","3835230",
"Quebec","Females","Total","40+","2006–2007","466","4.82","457","475","1.03","9355","2007845",
"Quebec","Males","Total","40+","2006–2007","521","5.34","511","532","1.02","9525","1827385",
"Quebec","Both sexes","Total","40+","2007–2008","498","3.58","491","506","0.72","19350","3882140",
"Quebec","Females","Total","40+","2007–2008","477","4.84","467","486","1.02","9680","2030810",
"Quebec","Males","Total","40+","2007–2008","522","5.31","512","533","1.02","9670","1851330",
"Quebec","Both sexes","Total","40+","2008–2009","517","3.63","510","524","0.70","20315","3926865",
"Quebec","Females","Total","40+","2008–2009","499","4.93","489","509","0.99","10245","2052685",
"Quebec","Males","Total","40+","2008–2009","538","5.36","527","548","1.00","10075","1874185",
"Quebec","Both sexes","Total","40+","2009–2010","511","3.59","504","518","0.70","20310","3974130",
"Quebec","Females","Total","40+","2009–2010","493","4.88","484","503","0.99","10230","2074650",
"Quebec","Males","Total","40+","2009–2010","531","5.29","521","541","1.00","10085","1899490",
"Quebec","Both sexes","Total","40+","2010–2011","499","3.52","492","506","0.71","20065","4020445",
"Quebec","Females","Total","40+","2010–2011","482","4.79","472","491","1.00","10095","2096550",
"Quebec","Males","Total","40+","2010–2011","518","5.19","508","528","1.00","9965","1923895",
"Quebec","Both sexes","Total","40+","2011–2012","510","3.54","504","517","0.69","20735","4062040",
"Quebec","Females","Total","40+","2011–2012","491","4.81","481","500","0.98","10380","2116155",
"Quebec","Males","Total","40+","2011–2012","532","5.23","522","543","0.98","10360","1945890",
"Quebec","Both sexes","Total","40+","2012–2013","509","3.52","503","516","0.69","20900","4102530",
"Quebec","Females","Total","40+","2012–2013","484","4.76","475","493","0.98","10330","2135060",
"Quebec","Males","Total","40+","2012–2013","537","5.23","527","548","0.97","10570","1967470",
"Quebec","Both sexes","Total","40+","2013–2014","525","3.56","518","532","0.68","21735","4141760",
"Quebec","Females","Total","40+","2013–2014","503","4.83","493","512","0.96","10830","2154115",
"Quebec","Males","Total","40+","2013–2014","549","5.25","538","559","0.96","10905","1987650",
"Quebec","Both sexes","Total","40+","2014–2015","535","3.57","528","542","0.67","22375","4184455",
"Quebec","Females","Total","40+","2014–2015","512","4.85","502","521","0.95","11125","2174375",
"Quebec","Males","Total","40+","2014–2015","560","5.28","549","570","0.94","11250","2010080",
"Quebec","Both sexes","Total","40+","2015–2016","546","3.60","539","554","0.66","23100","4227290",
"Quebec","Females","Total","40+","2015–2016","514","4.84","505","524","0.94","11280","2194305",
"Quebec","Males","Total","40+","2015–2016","581","5.35","571","592","0.92","11820","2032980",
"Quebec","Both sexes","Total","40+","2016–2017","553","3.60","546","560","0.65","23620","4273325",
"Quebec","Females","Total","40+","2016–2017","522","4.85","513","532","0.93","11580","2216655",
"Quebec","Males","Total","40+","2016–2017","585","5.33","575","596","0.91","12035","2056660",
"Quebec","Both sexes","Total","40+","2017–2018","557","3.59","550","564","0.64","24050","4321255",
"Quebec","Females","Total","40+","2017–2018","527","4.85","517","536","0.92","11795","2239520",
"Quebec","Males","Total","40+","2017–2018","589","5.32","578","599","0.90","12255","2081735",
"Quebec","Both sexes","Total","40+","2018–2019","563","3.59","556","570","0.64","24585","4369175",
"Quebec","Females","Total","40+","2018–2019","526","4.82","516","535","0.92","11895","2262120",
"Quebec","Males","Total","40+","2018–2019","602","5.35","592","613","0.89","12690","2107055",
"Quebec","Both sexes","Total","40+","2019–2020","558","3.55","551","565","0.64","24720","4429245",
"Quebec","Females","Total","40+","2019–2020","520","4.76","510","529","0.92","11900","2290065",
"Quebec","Males","Total","40+","2019–2020","600","5.29","589","610","0.88","12825","2139185",
"Quebec","Both sexes","Total","40+","2020–2021*","507","3.36","500","513","0.66","22720","4483410",
"Quebec","Females","Total","40+","2020–2021*","460","4.46","452","469","0.97","10665","2316535",
"Quebec","Males","Total","40+","2020–2021*","556","5.07","546","566","0.91","12055","2166870",
"Quebec","Both sexes","Total","40+","2021–2022*","592","3.61","585","599","0.61","26865","4538595",
"Quebec","Females","Total","40+","2021–2022*","534","4.77","525","543","0.89","12510","2343015",
"Quebec","Males","Total","40+","2021–2022*","654","5.46","643","664","0.83","14350","2195570",
"Quebec","Both sexes","Total","40+","2022–2023*","621","3.67","614","628","0.59","28550","4597900",
"Quebec","Females","Total","40+","2022–2023*","565","4.88","555","574","0.86","13405","2373395",
"Quebec","Males","Total","40+","2022–2023*","681","5.53","670","692","0.81","15140","2224495",
"Ontario","Both sexes","Total","40+","2000–2001","746","3.71","739","753","0.50","40355","5408570",
"Ontario","Females","Total","40+","2000–2001","734","5.11","724","744","0.70","20655","2813525",
"Ontario","Males","Total","40+","2000–2001","759","5.41","749","770","0.71","19700","2595040",
"Ontario","Both sexes","Total","40+","2001–2002","699","3.54","692","706","0.51","38975","5577515",
"Ontario","Females","Total","40+","2001–2002","692","4.89","683","702","0.71","20055","2896845",
"Ontario","Males","Total","40+","2001–2002","706","5.13","696","716","0.73","18915","2680660",
"Ontario","Both sexes","Total","40+","2002–2003","630","3.31","623","636","0.53","36265","5757980",
"Ontario","Females","Total","40+","2002–2003","616","4.54","607","625","0.74","18385","2986000",
"Ontario","Males","Total","40+","2002–2003","645","4.82","636","655","0.75","17885","2771985",
"Ontario","Both sexes","Total","40+","2003–2004","581","3.13","575","587","0.54","34495","5938500",
"Ontario","Females","Total","40+","2003–2004","565","4.29","557","574","0.76","17385","3075435",
"Ontario","Males","Total","40+","2003–2004","598","4.57","589","607","0.76","17110","2863065",
"Ontario","Both sexes","Total","40+","2004–2005","554","3.01","548","560","0.54","33865","6112085",
"Ontario","Females","Total","40+","2004–2005","540","4.13","532","548","0.77","17080","3162090",
"Ontario","Males","Total","40+","2004–2005","569","4.39","560","577","0.77","16780","2949985",
"Ontario","Both sexes","Total","40+","2005–2006","532","2.91","526","538","0.55","33380","6273110",
"Ontario","Females","Total","40+","2005–2006","521","4.01","513","529","0.77","16890","3241860",
"Ontario","Males","Total","40+","2005–2006","544","4.24","536","552","0.78","16490","3031255",
"Ontario","Both sexes","Total","40+","2006–2007","530","2.89","524","535","0.55","33540","6331415",
"Ontario","Females","Total","40+","2006–2007","509","3.94","501","516","0.77","16655","3274125",
"Ontario","Males","Total","40+","2006–2007","552","4.25","544","561","0.77","16885","3057290",
"Ontario","Both sexes","Total","40+","2007–2008","517","2.84","511","522","0.55","33050","6394270",
"Ontario","Females","Total","40+","2007–2008","492","3.86","485","500","0.78","16290","3309995",
"Ontario","Males","Total","40+","2007–2008","543","4.20","535","552","0.77","16755","3084270",
"Ontario","Both sexes","Total","40+","2008–2009","528","2.85","522","533","0.54","34205","6481170",
"Ontario","Females","Total","40+","2008–2009","503","3.87","495","511","0.77","16875","3355320",
"Ontario","Males","Total","40+","2008–2009","554","4.21","546","563","0.76","17330","3125850",
"Ontario","Both sexes","Total","40+","2009–2010","512","2.78","507","518","0.54","33920","6622910",
"Ontario","Females","Total","40+","2009–2010","490","3.78","483","498","0.77","16800","3428090",
"Ontario","Males","Total","40+","2009–2010","536","4.10","528","544","0.76","17125","3194825",
"Ontario","Both sexes","Total","40+","2010–2011","505","2.73","500","510","0.54","34175","6767020",
"Ontario","Females","Total","40+","2010–2011","481","3.71","474","489","0.77","16860","3501630",
"Ontario","Males","Total","40+","2010–2011","530","4.03","522","538","0.76","17310","3265390",
"Ontario","Both sexes","Total","40+","2011–2012","497","2.68","492","502","0.54","34325","6906380",
"Ontario","Females","Total","40+","2011–2012","475","3.65","468","482","0.77","16980","3572725",
"Ontario","Males","Total","40+","2011–2012","520","3.95","513","528","0.76","17345","3333650",
"Ontario","Both sexes","Total","40+","2012–2013","495","2.65","490","500","0.54","34865","7043475",
"Ontario","Females","Total","40+","2012–2013","466","3.58","459","473","0.77","16995","3643615",
"Ontario","Males","Total","40+","2012–2013","525","3.93","518","533","0.75","17865","3399855",
"Ontario","Both sexes","Total","40+","2013–2014","515","2.68","510","520","0.52","36930","7169730",
"Ontario","Females","Total","40+","2013–2014","484","3.61","477","491","0.75","17940","3709430",
"Ontario","Males","Total","40+","2013–2014","549","3.98","541","557","0.73","18990","3460305",
"Ontario","Both sexes","Total","40+","2014–2015","540","2.73","534","545","0.51","39135","7252255",
"Ontario","Females","Total","40+","2014–2015","506","3.67","499","513","0.73","18980","3753260",
"Ontario","Males","Total","40+","2014–2015","576","4.06","568","584","0.70","20155","3498995",
"Ontario","Both sexes","Total","40+","2015–2016","514","2.64","509","519","0.51","37785","7354745",
"Ontario","Females","Total","40+","2015–2016","484","3.57","477","491","0.74","18415","3806450",
"Ontario","Males","Total","40+","2015–2016","546","3.92","538","554","0.72","19375","3548305",
"Ontario","Both sexes","Total","40+","2016–2017","506","2.60","501","511","0.51","37800","7473715",
"Ontario","Females","Total","40+","2016–2017","475","3.50","468","482","0.74","18375","3868110",
"Ontario","Males","Total","40+","2016–2017","539","3.87","531","546","0.72","19420","3605600",
"Ontario","Both sexes","Total","40+","2017–2018","536","2.66","531","541","0.50","40685","7589675",
"Ontario","Females","Total","40+","2017–2018","501","3.57","494","508","0.71","19690","3929275",
"Ontario","Males","Total","40+","2017–2018","574","3.96","566","581","0.69","20995","3660400",
"Ontario","Both sexes","Total","40+","2018–2019","536","2.64","531","541","0.49","41365","7716180",
"Ontario","Females","Total","40+","2018–2019","500","3.54","493","507","0.71","19965","3995125",
"Ontario","Males","Total","40+","2018–2019","575","3.93","567","583","0.68","21395","3721050",
"Ontario","Both sexes","Total","40+","2019–2020","535","2.61","530","540","0.49","42015","7855945",
"Ontario","Females","Total","40+","2019–2020","500","3.51","493","507","0.70","20330","4067610",
"Ontario","Males","Total","40+","2019–2020","572","3.89","565","580","0.68","21685","3788330",
"Ontario","Both sexes","Total","40+","2020–2021*","508","2.55","503","513","0.50","39760","7826875",
"Ontario","Females","Total","40+","2020–2021*","462","3.37","456","469","0.73","18770","4060680",
"Ontario","Males","Total","40+","2020–2021*","557","3.85","550","565","0.69","20985","3766190",
"Ontario","Both sexes","Total","40+","2021–2022*","543","2.61","538","548","0.48","43250","7964355",
"Ontario","Females","Total","40+","2021–2022*","505","3.50","498","512","0.69","20860","4132300",
"Ontario","Males","Total","40+","2021–2022*","584","3.90","577","592","0.67","22385","3832045",
"Ontario","Both sexes","Total","40+","2022–2023*","573","2.65","567","578","0.46","46530","8125725",
"Ontario","Females","Total","40+","2022–2023*","523","3.52","516","530","0.67","22050","4217360",
"Ontario","Males","Total","40+","2022–2023*","626","4.00","619","634","0.64","24480","3908360",
"Manitoba","Both sexes","Total","40+","2000–2001","982","13.92","955","1009","1.42","4970","506280",
"Manitoba","Females","Total","40+","2000–2001","1006","19.50","968","1045","1.94","2660","264515",
"Manitoba","Males","Total","40+","2000–2001","958","19.90","919","997","2.08","2315","241770",
"Manitoba","Both sexes","Total","40+","2001–2002","938","13.51","912","965","1.44","4825","514205",
"Manitoba","Females","Total","40+","2001–2002","973","19.04","936","1011","1.96","2610","268255",
"Manitoba","Males","Total","40+","2001–2002","903","19.16","865","941","2.12","2220","245955",
"Manitoba","Both sexes","Total","40+","2002–2003","850","12.76","825","875","1.50","4435","522045",
"Manitoba","Females","Total","40+","2002–2003","877","17.95","842","913","2.05","2385","272005",
"Manitoba","Males","Total","40+","2002–2003","820","18.11","785","856","2.21","2050","250045",
"Manitoba","Both sexes","Total","40+","2003–2004","816","12.40","792","841","1.52","4330","530720",
"Manitoba","Females","Total","40+","2003–2004","847","17.52","813","882","2.07","2340","276150",
"Manitoba","Males","Total","40+","2003–2004","782","17.52","748","817","2.24","1990","254575",
"Manitoba","Both sexes","Total","40+","2004–2005","768","11.94","745","792","1.55","4140","539055",
"Manitoba","Females","Total","40+","2004–2005","762","16.49","730","795","2.16","2135","280135",
"Manitoba","Males","Total","40+","2004–2005","774","17.29","741","809","2.23","2005","258920",
"Manitoba","Both sexes","Total","40+","2005–2006","689","11.24","667","712","1.63","3760","545600",
"Manitoba","Females","Total","40+","2005–2006","704","15.76","673","736","2.24","1995","283365",
"Manitoba","Males","Total","40+","2005–2006","671","16.00","640","703","2.38","1760","262225",
"Manitoba","Both sexes","Total","40+","2006–2007","643","10.80","622","664","1.68","3545","551485",
"Manitoba","Females","Total","40+","2006–2007","650","15.07","621","680","2.32","1860","286175",
"Manitoba","Males","Total","40+","2006–2007","635","15.47","605","666","2.44","1685","265310",
"Manitoba","Both sexes","Total","40+","2007–2008","668","10.94","647","690","1.64","3725","557705",
"Manitoba","Females","Total","40+","2007–2008","662","15.13","633","692","2.29","1915","289245",
"Manitoba","Males","Total","40+","2007–2008","674","15.85","644","706","2.35","1810","268460",
"Manitoba","Both sexes","Total","40+","2008–2009","652","10.74","631","673","1.65","3685","565215",
"Manitoba","Females","Total","40+","2008–2009","661","15.02","632","691","2.27","1935","292905",
"Manitoba","Males","Total","40+","2008–2009","641","15.34","611","672","2.39","1745","272305",
"Manitoba","Both sexes","Total","40+","2009–2010","651","10.66","631","673","1.64","3735","573310",
"Manitoba","Females","Total","40+","2009–2010","655","14.86","626","685","2.27","1945","296875",
"Manitoba","Males","Total","40+","2009–2010","649","15.33","620","680","2.36","1795","276445",
"Manitoba","Both sexes","Total","40+","2010–2011","653","10.59","633","675","1.62","3805","582310",
"Manitoba","Females","Total","40+","2010–2011","656","14.76","627","685","2.25","1975","301185",
"Manitoba","Males","Total","40+","2010–2011","651","15.22","621","681","2.34","1830","281125",
"Manitoba","Both sexes","Total","40+","2011–2012","635","10.36","615","656","1.63","3755","591390",
"Manitoba","Females","Total","40+","2011–2012","638","14.46","610","667","2.26","1950","305485",
"Manitoba","Males","Total","40+","2011–2012","630","14.84","601","659","2.36","1800","285905",
"Manitoba","Both sexes","Total","40+","2012–2013","655","10.46","635","676","1.60","3930","599580",
"Manitoba","Females","Total","40+","2012–2013","648","14.48","620","677","2.23","2005","309315",
"Manitoba","Males","Total","40+","2012–2013","663","15.12","634","693","2.28","1925","290265",
"Manitoba","Both sexes","Total","40+","2013–2014","662","10.45","642","683","1.58","4020","606920",
"Manitoba","Females","Total","40+","2013–2014","662","14.55","634","691","2.20","2070","312740",
"Manitoba","Males","Total","40+","2013–2014","663","15.01","634","693","2.26","1950","294185",
"Manitoba","Both sexes","Total","40+","2014–2015","677","10.49","656","698","1.55","4160","614775",
"Manitoba","Females","Total","40+","2014–2015","661","14.45","633","689","2.19","2090","316400",
"Manitoba","Males","Total","40+","2014–2015","694","15.25","664","724","2.20","2070","298370",
"Manitoba","Both sexes","Total","40+","2015–2016","647","10.21","627","667","1.58","4020","621205",
"Manitoba","Females","Total","40+","2015–2016","637","14.11","609","665","2.22","2035","319665",
"Manitoba","Males","Total","40+","2015–2016","658","14.78","630","688","2.24","1985","301540",
"Manitoba","Both sexes","Total","40+","2016–2017","589","9.68","570","608","1.64","3700","628250",
"Manitoba","Females","Total","40+","2016–2017","565","13.22","539","591","2.34","1825","323125",
"Manitoba","Males","Total","40+","2016–2017","615","14.19","587","643","2.31","1875","305125",
"Manitoba","Both sexes","Total","40+","2017–2018","624","9.91","605","644","1.59","3970","635880",
"Manitoba","Females","Total","40+","2017–2018","601","13.56","575","628","2.26","1965","327000",
"Manitoba","Males","Total","40+","2017–2018","649","14.50","621","678","2.23","2005","308880",
"Manitoba","Both sexes","Total","40+","2018–2019","601","9.67","582","620","1.61","3865","642885",
"Manitoba","Females","Total","40+","2018–2019","575","13.19","549","601","2.29","1900","330490",
"Manitoba","Males","Total","40+","2018–2019","629","14.19","602","657","2.26","1965","312395",
"Manitoba","Both sexes","Total","40+","2019–2020","630","9.84","611","650","1.56","4100","650585",
"Manitoba","Females","Total","40+","2019–2020","607","13.47","581","634","2.22","2030","334530",
"Manitoba","Males","Total","40+","2019–2020","655","14.40","627","684","2.20","2070","316060",
"Manitoba","Both sexes","Total","40+","2020–2021*","635","9.82","616","654","1.55","4175","657700",
"Manitoba","Females","Total","40+","2020–2021*","600","13.32","574","627","2.22","2030","338260",
"Manitoba","Males","Total","40+","2020–2021*","671","14.50","643","701","2.16","2145","319440",
"Manitoba","Both sexes","Total","40+","2021–2022*","665","9.99","645","685","1.50","4425","665770",
"Manitoba","Females","Total","40+","2021–2022*","628","13.54","601","655","2.16","2150","342490",
"Manitoba","Males","Total","40+","2021–2022*","704","14.75","675","733","2.10","2275","323275",
"Manitoba","Both sexes","Total","40+","2022–2023*","699","10.13","679","719","1.45","4755","680720",
"Manitoba","Females","Total","40+","2022–2023*","678","13.91","651","706","2.05","2375","350400",
"Manitoba","Males","Total","40+","2022–2023*","722","14.78","693","752","2.05","2385","330320",
"Saskatchewan","Both sexes","Total","40+","2000–2001","1054","15.46","1024","1085","1.47","4650","441120",
"Saskatchewan","Females","Total","40+","2000–2001","1055","21.50","1013","1098","2.04","2405","228070",
"Saskatchewan","Males","Total","40+","2000–2001","1058","22.29","1015","1103","2.11","2255","213060",
"Saskatchewan","Both sexes","Total","40+","2001–2002","1050","15.34","1020","1081","1.46","4690","446520",
"Saskatchewan","Females","Total","40+","2001–2002","1030","21.13","989","1072","2.05","2375","230665",
"Saskatchewan","Males","Total","40+","2001–2002","1070","22.27","1027","1115","2.08","2310","215855",
"Saskatchewan","Both sexes","Total","40+","2002–2003","986","14.76","958","1016","1.50","4465","452675",
"Saskatchewan","Females","Total","40+","2002–2003","978","20.47","939","1019","2.09","2285","233570",
"Saskatchewan","Males","Total","40+","2002–2003","995","21.31","954","1038","2.14","2180","219100",
"Saskatchewan","Both sexes","Total","40+","2003–2004","899","14.06","872","927","1.56","4090","454835",
"Saskatchewan","Females","Total","40+","2003–2004","894","19.50","856","933","2.18","2100","234990",
"Saskatchewan","Males","Total","40+","2003–2004","907","20.32","868","948","2.24","1995","219850",
"Saskatchewan","Both sexes","Total","40+","2004–2005","841","13.50","814","868","1.61","3875","460965",
"Saskatchewan","Females","Total","40+","2004–2005","847","18.87","811","885","2.23","2015","237870",
"Saskatchewan","Males","Total","40+","2004–2005","834","19.33","796","873","2.32","1860","223090",
"Saskatchewan","Both sexes","Total","40+","2005–2006","821","13.27","795","847","1.62","3825","465925",
"Saskatchewan","Females","Total","40+","2005–2006","818","18.45","782","855","2.26","1965","240250",
"Saskatchewan","Males","Total","40+","2005–2006","826","19.14","789","865","2.32","1865","225680",
"Saskatchewan","Both sexes","Total","40+","2006–2007","846","13.47","820","873","1.59","3945","466195",
"Saskatchewan","Females","Total","40+","2006–2007","832","18.59","796","869","2.24","2000","240505",
"Saskatchewan","Males","Total","40+","2006–2007","862","19.54","824","901","2.27","1945","225690",
"Saskatchewan","Both sexes","Total","40+","2007–2008","779","12.82","754","804","1.65","3690","473950",
"Saskatchewan","Females","Total","40+","2007–2008","758","17.63","724","794","2.32","1850","243965",
"Saskatchewan","Males","Total","40+","2007–2008","800","18.65","764","837","2.33","1840","229990",
"Saskatchewan","Both sexes","Total","40+","2008–2009","744","12.43","720","769","1.67","3585","481620",
"Saskatchewan","Females","Total","40+","2008–2009","710","16.95","677","744","2.39","1755","247215",
"Saskatchewan","Males","Total","40+","2008–2009","783","18.27","747","819","2.33","1835","234410",
"Saskatchewan","Both sexes","Total","40+","2009–2010","672","11.78","649","695","1.75","3255","484445",
"Saskatchewan","Females","Total","40+","2009–2010","647","16.14","616","680","2.49","1610","248650",
"Saskatchewan","Males","Total","40+","2009–2010","698","17.20","664","732","2.47","1645","235790",
"Saskatchewan","Both sexes","Total","40+","2010–2011","691","11.84","668","714","1.71","3400","492350",
"Saskatchewan","Females","Total","40+","2010–2011","674","16.35","642","707","2.43","1700","252250",
"Saskatchewan","Males","Total","40+","2010–2011","708","17.17","675","743","2.43","1700","240095",
"Saskatchewan","Both sexes","Total","40+","2011–2012","638","11.30","617","661","1.77","3195","500430",
"Saskatchewan","Females","Total","40+","2011–2012","628","15.66","597","659","2.50","1605","255765",
"Saskatchewan","Males","Total","40+","2011–2012","650","16.30","618","683","2.51","1590","244665",
"Saskatchewan","Both sexes","Total","40+","2012–2013","616","11.04","595","638","1.79","3115","505490",
"Saskatchewan","Females","Total","40+","2012–2013","591","15.14","562","621","2.56","1525","258020",
"Saskatchewan","Males","Total","40+","2012–2013","643","16.11","611","675","2.51","1590","247470",
"Saskatchewan","Both sexes","Total","40+","2013–2014","604","10.84","583","626","1.79","3105","513870",
"Saskatchewan","Females","Total","40+","2013–2014","581","14.90","552","611","2.56","1520","261585",
"Saskatchewan","Males","Total","40+","2013–2014","624","15.73","594","656","2.52","1575","252280",
"Saskatchewan","Both sexes","Total","40+","2014–2015","614","10.83","593","636","1.76","3215","523675",
"Saskatchewan","Females","Total","40+","2014–2015","585","14.83","556","615","2.54","1555","265830",
"Saskatchewan","Males","Total","40+","2014–2015","642","15.78","611","674","2.46","1655","257840",
"Saskatchewan","Both sexes","Total","40+","2015–2016","644","11.07","622","666","1.72","3380","525235",
"Saskatchewan","Females","Total","40+","2015–2016","647","15.57","617","678","2.41","1725","266750",
"Saskatchewan","Males","Total","40+","2015–2016","640","15.74","610","672","2.46","1655","258490",
"Saskatchewan","Both sexes","Total","40+","2016–2017","608","10.67","588","630","1.75","3250","534280",
"Saskatchewan","Females","Total","40+","2016–2017","587","14.71","558","616","2.51","1590","271060",
"Saskatchewan","Males","Total","40+","2016–2017","633","15.50","603","664","2.45","1665","263220",
"Saskatchewan","Both sexes","Total","40+","2017–2018","599","10.50","578","620","1.75","3255","543580",
"Saskatchewan","Females","Total","40+","2017–2018","572","14.41","544","601","2.52","1575","275410",
"Saskatchewan","Males","Total","40+","2017–2018","628","15.31","599","659","2.44","1685","268180",
"Saskatchewan","Both sexes","Total","40+","2018–2019","580","10.23","560","601","1.76","3220","554880",
"Saskatchewan","Females","Total","40+","2018–2019","545","13.94","518","573","2.56","1530","280685",
"Saskatchewan","Males","Total","40+","2018–2019","615","14.97","586","645","2.44","1685","274185",
"Saskatchewan","Both sexes","Total","40+","2019–2020","574","10.14","554","594","1.77","3200","557975",
"Saskatchewan","Females","Total","40+","2019–2020","540","13.83","513","568","2.56","1525","282450",
"Saskatchewan","Males","Total","40+","2019–2020","608","14.85","579","638","2.44","1675","275525",
"Saskatchewan","Both sexes","Total","40+","2020–2021*","500","9.39","482","519","1.88","2840","567645",
"Saskatchewan","Females","Total","40+","2020–2021*","458","12.63","434","484","2.76","1315","287070",
"Saskatchewan","Males","Total","40+","2020–2021*","544","13.92","517","571","2.56","1525","280580",
"Saskatchewan","Both sexes","Total","40+","2021–2022*","539","9.65","520","558","1.79","3120","578600",
"Saskatchewan","Females","Total","40+","2021–2022*","509","13.19","484","536","2.59","1490","292585",
